phylum	class	order	family	genus	species	specificEpithet	sex	sampleSizeValue	inTextReference	publicationYear	fullReference	body mass	body mass - units	body mass - minimum	body mass - maximum	body mass - method	body mass - comments	body mass - metadata comment	original body mass	original body mass - units	metabolic rate	metabolic rate - units	metabolic rate - minimum	metabolic rate - maximum	metabolic rate - method	metabolic rate - comments	metabolic rate - metadata comment	original metabolic rate	original metabolic rate - units	original respiratoryQuotient	original temperature	mass-specific metabolic rate	mass-specific metabolic rate - units	brain size	brain size - units	brain size - minimum	brain size - maximum	brain size - method	brain size - comments	brain size - metadata comment	original brain size	original brain size - units
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.63E-05	kg				DONTWARN: checked value correct		16.3	mg	1.50E-05	W			not specified	DONTWARN: checked value correct		10.6	uW		20	0.919672623	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.84E-05	kg				DONTWARN: checked value correct		18.4	mg	0.000109036	W			not specified	DONTWARN: checked value correct		77.1	uW		20	5.925862264	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.91E-05	kg				DONTWARN: checked value correct		19.1	mg	2.09E-05	W			not specified	DONTWARN: checked value correct		14.8	uW		20	1.095830404	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.95E-05	kg				DONTWARN: checked value correct		19.5	mg	3.27E-05	W			not specified	DONTWARN: checked value correct		23.1	uW		20	1.675299143	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.98E-05	kg				DONTWARN: checked value correct		19.8	mg	6.17E-05	W			not specified	DONTWARN: checked value correct		43.6	uW		20	3.114126834	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.14E-05	kg				DONTWARN: checked value correct		21.4	mg	0.000104935	W			not specified	DONTWARN: checked value correct		74.2	uW		20	4.903488146	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.33E-05	kg				DONTWARN: checked value correct		23.3	mg	3.42E-05	W			not specified	DONTWARN: checked value correct		24.2	uW		20	1.468839837	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.36E-05	kg				DONTWARN: checked value correct		23.6	mg	7.11E-05	W			not specified	DONTWARN: checked value correct		50.3	uW		20	3.014192466	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.48E-05	kg				DONTWARN: checked value correct		24.8	mg	8.61E-05	W			not specified	DONTWARN: checked value correct		60.9	uW		20	3.472806691	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.55E-05	kg				DONTWARN: checked value correct		25.5	mg	5.23E-05	W			not specified	DONTWARN: checked value correct		37	uW		20	2.051996149	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.75E-05	kg				DONTWARN: checked value correct		27.5	mg	5.49E-05	W			not specified	DONTWARN: checked value correct		38.8	uW		20	1.995326772	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.22E-05	kg				DONTWARN: checked value correct		32.2	mg	0.000113279	W			not specified	DONTWARN: checked value correct		80.1	uW		20	3.517966036	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor capensis	capensis		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	4.34E-05	kg				DONTWARN: checked value correct		43.4	mg	0.000221749	W			not specified	DONTWARN: checked value correct		156.8	uW		20	5.109416741	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.33E-06	kg						1.33	mg	5.30E-06	W			not specified			7.5	uW		30	3.987444255	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.55E-06	kg						1.55	mg	6.43E-06	W			not specified			9.1	uW		30	4.151401102	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	1.71E-06	kg						1.71	mg	7.28E-06	W			not specified			10.3	uW		30	4.259181197	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.44E-06	kg						2.44	mg	7.07E-06	W			not specified			10	uW		30	2.897978611	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.54E-06	kg						2.54	mg	9.97E-06	W			not specified			14.1	uW		30	3.925277801	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	2.77E-06	kg						2.77	mg	1.09E-05	W			not specified			15.4	uW		30	3.931207376	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.16E-06	kg						3.16	mg	8.91E-06	W			not specified			12.6	uW		30	2.819476406	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.18E-06	kg						3.18	mg	9.55E-06	W			not specified			13.5	uW		30	3.001868411	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.29E-06	kg						3.29	mg	9.33E-06	W			not specified			13.2	uW		30	2.837024168	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	3.83E-06	kg						3.83	mg	9.19E-06	W			not specified			13	uW		30	2.400101346	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	5.27E-06	kg						5.27	mg	1.68E-05	W			not specified			23.8	uW		30	3.193385463	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	5.27E-06	kg						5.27	mg	1.67E-05	W			not specified			23.6	uW		30	3.166550291	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.10E-06	kg						6.1	mg	1.38E-05	W			not specified			19.5	uW		30	2.260423317	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.24E-06	kg						6.24	mg	1.42E-05	W			not specified			20.1	uW		30	2.277699728	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	6.26E-06	kg						6.26	mg	1.22E-05	W			not specified			17.2	uW		30	1.942849303	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	7.61E-06	kg						7.61	mg	1.28E-05	W			not specified			18.1	uW		30	1.681817706	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	7.88E-06	kg						7.88	mg	1.39E-05	W			not specified			19.7	uW		30	1.767766953	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.41E-06	kg						8.41	mg	2.35E-05	W			not specified			33.3	uW		30	2.799840168	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.63E-06	kg						8.63	mg	2.03E-05	W			not specified			28.7	uW		30	2.351560211	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	8.70E-06	kg						8.7	mg	1.48E-05	W			not specified			20.9	uW		30	1.698681808	W/kg									
Arthropoda	Insecta	Hymenoptera	Formicidae	Messor	Messor pergandei	pergandei		1	"Chown et al., 2007"	2007	"Chown, S. L., Marais, E., Terblanche, J. S., Klok, C. J., Lighton, J. R. B., & Blackburn, T. M. (2007). Scaling of insect metabolic rate is inconsistent with the nutrient supply network model. Functional Ecology, 21(2), 282-290. doi:10.1111/j.1365-2435.2007.01245.x"	9.70E-06	kg						9.7	mg	2.26E-05	W			not specified			31.9	uW		30	2.325433641	W/kg									
Arthropoda	Insecta	Coleoptera	Carabidae	Cicindela	Cicindela repanda	repanda	female	1	"May, Pearson, & Casey, 1986"	1986	"May, M. L., Pearson, D. L., & Casey, T. M. (1986). Oxygen consumption of active and inactive adult tiger beetles. Physiological Entomology, 11(2), 171-179. doi:10.1111/j.1365-3032.1986.tb00403.x"	8.50E-05	kg						0.085	g	0.000188889	W			not specified		metabolic rate measured at resting and active state	0.034	(O2) ml/h		25	2.222222222	W/kg									
Arthropoda	Insecta	Coleoptera	Carabidae	Cicindela	Cicindela repanda	repanda	female	1	"May, Pearson, & Casey, 1986"	1986	"May, M. L., Pearson, D. L., & Casey, T. M. (1986). Oxygen consumption of active and inactive adult tiger beetles. Physiological Entomology, 11(2), 171-179. doi:10.1111/j.1365-3032.1986.tb00403.x"	5.90E-05	kg						0.059	g	8.89E-05	W			not specified		metabolic rate measured at resting and active state	0.016	(O2) ml/h		25	1.506591337	W/kg									
Arthropoda	Insecta	Coleoptera	Carabidae	Cicindela	Cicindela repanda	repanda	female	1	"May, Pearson, & Casey, 1986"	1986	"May, M. L., Pearson, D. L., & Casey, T. M. (1986). Oxygen consumption of active and inactive adult tiger beetles. Physiological Entomology, 11(2), 171-179. doi:10.1111/j.1365-3032.1986.tb00403.x"	5.50E-05	kg						0.055	g	0.000116667	W			not specified		metabolic rate measured at resting and active state	0.021	(O2) ml/h		25	2.121212121	W/kg									
Arthropoda	Insecta	Coleoptera	Carabidae	Cicindela	Cicindela repanda	repanda	female	1	"May, Pearson, & Casey, 1986"	1986	"May, M. L., Pearson, D. L., & Casey, T. M. (1986). Oxygen consumption of active and inactive adult tiger beetles. Physiological Entomology, 11(2), 171-179. doi:10.1111/j.1365-3032.1986.tb00403.x"	6.90E-05	kg						0.069	g	0.000138889	W			not specified		metabolic rate measured at resting and active state	0.025	(O2) ml/h		25	2.012882448	W/kg									
Arthropoda	Insecta	Coleoptera	Carabidae	Cicindela	Cicindela repanda	repanda	male	1	"May, Pearson, & Casey, 1986"	1986	"May, M. L., Pearson, D. L., & Casey, T. M. (1986). Oxygen consumption of active and inactive adult tiger beetles. Physiological Entomology, 11(2), 171-179. doi:10.1111/j.1365-3032.1986.tb00403.x"	4.90E-05	kg						0.049	g	0.000122222	W			not specified		metabolic rate measured at resting and active state	0.022	(O2) ml/h		25	2.494331066	W/kg									
