phylum	class	order	family	genus	species	specificEpithet	sex	sampleSizeValue	inTextReference	publicationYear	fullReference	body mass	body mass - units	body mass - minimum	body mass - maximum	body mass - method	body mass - comments	body mass - metadata comment	original body mass	original body mass - units	metabolic rate	metabolic rate - units	metabolic rate - minimum	metabolic rate - maximum	metabolic rate - method	metabolic rate - comments	metabolic rate - metadata comment	original metabolic rate	original metabolic rate - units	original respiratoryQuotient	original temperature	mass-specific metabolic rate	mass-specific metabolic rate - units	brain size	brain size - units	brain size - minimum	brain size - maximum	brain size - method	brain size - comments	brain size - metadata comment	original brain size	original brain size - units
Chordata	Mammalia	Primates	Aotidae	Aotus	Aotus trivirgatus	trivirgatus	male	116	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	0.72	kg						720	g														0.0172	kg			brain weighed			17.2	g
Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri sciureus	sciureus	female	57	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	0.58	kg						580	g														0.0231	kg			brain weighed			23.1	g
Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri sciureus	sciureus	male	33	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	0.72	kg						720	g														0.025	kg			brain weighed			25	g
Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus albifrons	albifrons	female	21	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	1.47	kg						1470	g														0.0607	kg			brain weighed			60.7	g
Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus albifrons	albifrons	male	45	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	1.77	kg						1770	g														0.0652	kg			brain weighed			65.2	g
Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus apella	apella	female	11	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	1.81	kg						1810	g														0.0626	kg			brain weighed			62.6	g
Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus apella	apella	male	7	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	2.77	kg						2770	g														0.0708	kg			brain weighed			70.8	g
Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles geoffroyi	geoffroyi	female	11	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	4.68	kg						4680	g														0.1077	kg			brain weighed			107.7	g
Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles geoffroyi	geoffroyi	male	4	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	4.76	kg						4760	g														0.1076	kg			brain weighed			107.6	g
Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles paniscus	paniscus	female	15	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	5.22	kg						5220	g														0.1012	kg			brain weighed			101.2	g
Chordata	Mammalia	Primates	Atelidae	Ateles	Ateles paniscus	paniscus	male	6	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	5.04	kg						5040	g														0.1065	kg			brain weighed			106.5	g
Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	Chlorocebus aethiops	aethiops	female	6	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	3.22	kg						3220	g														0.0661	kg			brain weighed			66.1	g
Chordata	Mammalia	Primates	Cercopithecidae	Chlorocebus	Chlorocebus aethiops	aethiops	male	10	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	5.23	kg						5230	g														0.0663	kg			brain weighed			66.3	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	female	44	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	3.36	kg						3360	g														0.0619	kg			brain weighed			61.9	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca fascicularis	fascicularis	male	8	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	4.74	kg						4740	g														0.07	kg			brain weighed			70	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta	mulatta	female	163	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	4.88	kg						4880	g														0.0852	kg			brain weighed			85.2	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta	mulatta	male	125	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	5.21	kg						5210	g														0.0907	kg			brain weighed			90.7	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca arctoides	arctoides	female	27	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	7.45	kg						7450	g														0.0998	kg			brain weighed			99.8	g
Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca arctoides	arctoides	male	13	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	7.81	kg						7810	g														0.1016	kg			brain weighed			101.6	g
Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio anubis	anubis	female	7	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	12.9	kg						12900	g														0.148	kg			brain weighed			148	g
Chordata	Mammalia	Primates	Cercopithecidae	Papio	Papio anubis	anubis	male	13	"Bronson, 1981"	1981	"Bronson, R. (1981). Brain weight-body weight relationships in 12 species of nonhuman primates. American Journal of Physical Anthropology, 56(1), 77-81. doi:10.1002/ajpa.1330560109"	16.06	kg						16060	g														0.1747	kg			brain weighed			174.7	g
Chordata	Mammalia	Rondentia	Muridae	Rattus	Rattus sp.	sp.	male	1	"Rosenzweig & Bennett, 1969"	1969	"Rosenzweig M, Bennett. E. L. (1969). Effects of differential environments on brain weights and enzyme activities in gerbils, rats, and mice. Developmental Psychobiology, 2(2), 87-95. doi:10.1002/dev.420020208"	0.179	kg						179	g														0.001537	kg			brain weighed			1537	mg
Chordata	Mammalia	Rondentia	Muridae	Meriones	Meriones unguiculatus	unguiculatus	male	1	"Rosenzweig & Bennett, 1969"	1969	"Rosenzweig M, Bennett. E. L. (1969). Effects of differential environments on brain weights and enzyme activities in gerbils, rats, and mice. Developmental Psychobiology, 2(2), 87-95. doi:10.1002/dev.420020208"	0.054	kg						54	g														0.000968	kg			brain weighed			968	mg
Chordata	Mammalia	Rondentia	Muridae	Mus	Mus sp.	sp.	male	1	"Rosenzweig & Bennett, 1969"	1969	"Rosenzweig M, Bennett. E. L. (1969). Effects of differential environments on brain weights and enzyme activities in gerbils, rats, and mice. Developmental Psychobiology, 2(2), 87-95. doi:10.1002/dev.420020208"	0.024	kg						24	g														0.000403	kg			brain weighed			403	mg
Chordata	Mammalia	Carnivora	Eupleridae	Cryptoprocta	Cryptoprocta ferox	ferox		1	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	9.5	kg				total brain mass		9500	g														0.03678	kg			skull filling			36.78	g
Chordata	Mammalia	Carnivora	Herpestidae	Atilax	Atilax paludinosus	paludinosus		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	3.3	kg						3300	g														0.02784	kg			skull filling			27.84	g
Chordata	Mammalia	Carnivora	Herpestidae	Herpestes	Herpestes urva	urva		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.863	kg						1863	g														0.0223	kg			skull filling			22.3	g
Chordata	Mammalia	Carnivora	Herpestidae	Paracynictis	Paracynictis selousi	selousi		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.64	kg						1640	g														0.01673	kg			skull filling			16.73	g
Chordata	Mammalia	Carnivora	Mustelidae	Conepatus	Conepatus chinga	chinga		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.918	kg						1918	g														0.01632	kg			skull filling			16.32	g
Chordata	Mammalia	Carnivora	Mustelidae	Conepatus	Conepatus leuconotus	leuconotus		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	3.5	kg						3500	g														0.01852	kg			skull filling			18.52	g
Chordata	Mammalia	Carnivora	Mephitidae	Mephitis	Mephitis mephitis	mephitis		10	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.7	kg						1700	g														0.01175	kg			skull filling			11.75	g
Chordata	Mammalia	Carnivora	Mephitidae	Mydaus	Mydaus marchei	marchei		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.414	kg						1414	g														0.01487	kg			skull filling			14.87	g
Chordata	Mammalia	Carnivora	Mephitidae	Spilogale	Spilogale gracilis	gracilis		10	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.42	kg						420	g														0.00681	kg			skull filling			6.81	g
Chordata	Mammalia	Carnivora	Mephitidae	Spilogale	Spilogale putorius	putorius		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.341	kg						341	g														0.00733	kg			skull filling			7.33	g
Chordata	Mammalia	Carnivora	Mustelidae	Galictis	Galictis cuja	cuja		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1	kg						1000	g														0.02352	kg			skull filling			23.52	g
Chordata	Mammalia	Carnivora	Mustelidae	Ictonyx	Ictonyx striatus	striatus		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.3	kg						1300	g														0.00817	kg			skull filling			8.17	g
Chordata	Mammalia	Carnivora	Mustelidae	Mellivora	Mellivora capensis	capensis		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	9	kg						9000	g														0.08604	kg			skull filling			86.04	g
Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela erminea	erminea		10	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.156	kg						156	g														0.00342	kg			skull filling			3.42	g
Chordata	Mammalia	Carnivora	Mustelidae	Poecilogale	Poecilogale albinucha	albinucha		1	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.34	kg						340	g														0.00456	kg			skull filling			4.56	g
Chordata	Mammalia	Carnivora	Mustelidae	Taxidea	Taxidea taxus	taxus		10	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	6	kg						6000	g														0.056	kg			skull filling			56	g
Chordata	Mammalia	Carnivora	Mustelidae	Vormela	Vormela peregusna	peregusna		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.45	kg						450	g														0.00653	kg			skull filling			6.53	g
Chordata	Mammalia	Carnivora	Procyonidae	Bassaricyon	Bassaricyon alleni	alleni		1	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.235	kg						1235	g														0.01937	kg			skull filling			19.37	g
Chordata	Mammalia	Carnivora	Viverridae	Paguma	Paguma larvata	larvata		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	4.3	kg						4300	g														0.02647	kg			skull filling			26.47	g
Chordata	Mammalia	Carnivora	Viverridae	Viverra	Viverra tangalunga	tangalunga		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	10	kg						10000	g														0.02725	kg			skull filling			27.25	g
Chordata	Mammalia	Cingulata	Chlamyphoridae	Euphractus	Euphractus sexcinctus	sexcinctus		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	7.99	kg						7990	g														0.02137	kg			skull filling			21.37	g
Chordata	Mammalia	Cingulata	Chlamyphoridae	Tolypeutes	Tolypeutes matacus	matacus		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.2	kg						1200	g														0.00886	kg			skull filling			8.86	g
Chordata	Mammalia	Cingulata	Chlamyphoridae	Zaedyus	Zaedyus pichiy	pichiy		5	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.74	kg						1740	g														0.00798	kg			skull filling			7.98	g
Chordata	Mammalia	Eulipotyphla	Erinaceidae	Atelerix	Atelerix albiventris	albiventris		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.28	kg						280	g														0.00176	kg			skull filling			1.76	g
Chordata	Mammalia	Eulipotyphla	Erinaceidae	Echinosorex	Echinosorex gymnura	gymnura		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.957	kg						957	g														0.0055	kg			skull filling			5.5	g
Chordata	Mammalia	Eulipotyphla	Erinaceidae	Mesechinus	Mesechinus dauuricus	dauuricus		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.342	kg						342	g														0.0029	kg			skull filling			2.9	g
Chordata	Mammalia	Pholidota	Manidae	Manis	Manis pentadactyla	pentadactyla		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	4.675	kg						4675	g														0.01764	kg			skull filling			17.64	g
Chordata	Mammalia	Pholidota	Manidae	Manis	Manis tricuspis	tricuspis		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	2.067	kg						2067	g														0.0093	kg			skull filling			9.3	g
Chordata	Mammalia	Rodentia	Echimyidae	Clyomys	Clyomys laticeps	laticeps		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.201	kg						201	g														0.00352	kg			skull filling			3.52	g
Chordata	Mammalia	Rodentia	Echimyidae	Echimys	Echimys chrysurus	chrysurus		2	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.652	kg						652	g														0.00502	kg			skull filling			5.02	g
Chordata	Mammalia	Rodentia	Echimyidae	Makalata	Makalata didelphoides	didelphoides		3	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.108	kg						108	g														0.00345	kg			skull filling			3.45	g
Chordata	Mammalia	Rodentia	Echimyidae	Makalata	Makalata macrura	macrura		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.439	kg						439	g														0.00389	kg			skull filling			3.89	g
Chordata	Mammalia	Rodentia	Echimyidae	Mesomys	Mesomys hispidus	hispidus		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.175	kg						175	g														0.00264	kg			skull filling			2.64	g
Chordata	Mammalia	Rodentia	Echimyidae	Proechimys	Proechimys brevicauda	brevicauda		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.285	kg						285	g														0.00295	kg			skull filling			2.95	g
Chordata	Mammalia	Rodentia	Erethizontidae	Coendou	Coendou prehensilis	prehensilis		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	4.4	kg						4400	g														0.01673	kg			skull filling			16.73	g
Chordata	Mammalia	Rodentia	Erethizontidae	Coendou	Coendou rothschildi	rothschildi		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	2	kg						2000	g														0.02085	kg			skull filling			20.85	g
Chordata	Mammalia	Rodentia	Erethizontidae	Sphiggurus	Sphiggurus vestitus	vestitus		1	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	0.736	kg						736	g														0.01171	kg			skull filling			11.71	g
Chordata	Mammalia	Rodentia	Hystricidae	Atherurus	Atherurus macrourus	macrourus		6	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	2	kg						2000	g														0.03157	kg			skull filling			31.57	g
Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix africaeaustralis	africaeaustralis		6	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	14.936	kg						14936	g														0.03571	kg			skull filling			35.71	g
Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix brachyura	brachyura		3	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	8	kg						8000	g														0.03764	kg			skull filling			37.64	g
Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix cristata	cristata		4	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	20	kg						20000	g														0.04955	kg			skull filling			49.55	g
Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix indica	indica		5	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	14.65	kg						14650	g														0.04407	kg			skull filling			44.07	g
Chordata	Mammalia	Rodentia	Hystricidae	Hystrix	Hystrix sumatrae	sumatrae		6	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	3.26	kg						3260	g														0.02704	kg			skull filling			27.04	g
Chordata	Mammalia	Rodentia	Hystricidae	Trichys	Trichys fasciculata	fasciculata		10	"Stankowich & Romero, 2017"	2017	"Stankowich, T., & Romero, A. N. (2017). The correlated evolution of antipredator defences and brain size in mammals. Proceedings of the Royal Society B: Biological Sciences, 284(1846). doi:10.1098/rspb.2016.1857"	1.56	kg						1560	g														0.01305	kg			skull filling			13.05	g
Chordata	Mammalia	Primates	Cebidae	Saguinus	Saguinus oedipus	oedipus		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.32714	kg				family name from The mammal species of the world		327.14	g														0.00964	kg				family name from The mammal species of the world		9.64	g
Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus arctos	arctos		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	131.02267	kg				family name from The mammal species of the world		131022.67	g														0.33597	kg				family name from The mammal species of the world		335.97	g
Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes	troglodytes		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	60.43316	kg				family name from The mammal species of the world		60433.16	g														0.35481	kg				family name from The mammal species of the world		354.81	g
Chordata	Mammalia	Primates	Cebidae	Saguinus	Saguinus geoffroyi	geoffroyi		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	0.63467	kg				family name from The mammal species of the world		634.67	g														0.01427	kg				family name from The mammal species of the world		14.27	g
Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	tigris		1	"Boddy et al., 2012"	2012	"Boddy, A. M., McGowen, M. R., Sherwood, C. C., Grossman, L. I., Goodman, M., & Wildman, D. E. (2012). Comparative analysis of encephalization in mammals reveals relaxed constraints on anthropoid primate and cetacean brain scaling. Journal of evolutionary biology, 25(5), 981-994."	195	kg				family name from The mammal species of the world		195000	g														0.26973	kg				family name from The mammal species of the world		269.73	g
