SpecCode	Species	Weight
25791	Luciobarbus albanicus	3000
11957	Luciobarbus esocinus	140000
54737	Luciocyprinus langsoni	15000
3785	Lumpenella longirostris	150
1401	Lutjanus agennes	60000
63308	Lutjanus alexandrei	199.89999389648437
1403	Lutjanus analis	15600
1404	Lutjanus apodus	10800
1405	Lutjanus aratus	14960
1407	Lutjanus argentimaculatus	8700
1408	Lutjanus argentiventris	12980
1417	Lutjanus bohar	12500
1419	Lutjanus buccanella	14000
1423	Lutjanus campechanus	22790
1426	Lutjanus colorado	9290
1427	Lutjanus cyanopterus	57000
1429	Lutjanus dentatus	50000
265	Lutjanus gibbus	2836
1441	Lutjanus goldiei	19200
266	Lutjanus griseus	20000
152	Lutjanus guttatus	1310
154	Lutjanus jocu	28570
264	Lutjanus johnii	10500
161	Lutjanus mahogoni	1300
162	Lutjanus malabaricus	7910
169	Lutjanus novemfasciatus	35720
170	Lutjanus peru	5810
171	Lutjanus purpureus	10000
173	Lutjanus rivulatus	11000
177	Lutjanus sanguineus	23000
178	Lutjanus sebae	32700
181	Lutjanus synagris	3530
182	Lutjanus timoriensis	6677
185	Lutjanus vivanus	8320
1725	Luvarus imperialis	150000
6308	Maccullochella macquariensis	16000
57896	Lycenchelys fedorovi	200
67371	Lycengraulis figueiredoi	61.29999923706055
552	Lycengraulis grossidens	57
48210	Lycodes albolineatus	3700
25011	Lycodes brunneofasciatus	3300
3144	Lycodes rossi	63.599998474121094
3145	Lycodes sagittarius	71.4000015258789
25012	Lycodes soldatovi	7500
23835	Lycodes tanakae	6000
10311	Maccullochella peelii	113500
10312	Macquaria ambigua	24000
10566	Macquaria australasica	3500
417	Macrodon ancylodon	109.5999984741211
55327	Macrognathus circumcinctus	67
10147	Macrognathus pancalus	34.52000045776367
7139	Macrourus whitsoni	5100
329	Macruronus magellanicus	5000
1825	Macruronus novaezelandiae	1500
218	Makaira mazara	170000
216	Makaira nigricans	636000
5795	Malacanthus brevirostris	61.15999984741211
3541	Malacanthus plumieri	1020
11730	Malacocottus zonurus	1240
2087	Malapterurus electricus	20000
252	Mallotus villosus	52
5083	Marcusenius abadii	500
5082	Marcusenius cyprinoides	458
5087	Marcusenius deboensis	100
5405	Marcusenius macrolepidotus	500
8709	Marcusenius monteiri	1588
2392	Marcusenius senegalensis	200
2393	Marcusenius ussheri	469
10140	Mastacembelus armatus	500
54832	Mastacembelus mastacembelus	232.4499969482422
10207	Masturus lanceolatus	2000000
4798	Mayaheros urophthalmus	1130
59440	Medialuna ancietae	15000
384	Megalaspis cordyla	4000
12207	Megalechis picta	350
46502	Megalechis thoracata	140
52574	Megaleporinus macrocephalus	5283
23445	Megaleporinus obtusidens	5752
25647	Megaleporinus trifasciatus	645
56033	Megalobrama pellegrini	2600
4789	Megalobrama terminalis	4000
4114	Megalocottus platycephalus	1060
25732	Megalodoras uranoscopus	2860
64682	Megalonema amaxanthum	221.08999633789062
47742	Megalonema platanum	387.1000061035156
47741	Megalonema xanthum	44
1079	Megalops atlanticus	161000
227	Megalops cyprinoides	18000
17178	Melamphaes polylepis	11.100000381469727
17185	Melamphaes typhlops	11.399999618530273
1381	Melanogrammus aeglefinus	16800
409	Menticirrhus americanus	1070
411	Menticirrhus littoralis	1380
410	Menticirrhus saxatilis	1110
3587	Menticirrhus undulatus	3900
29	Merlangius merlangus	3110
323	Merluccius bilinearis	2300
30	Merluccius merluccius	15000
326	Merluccius productus	4200
16305	Mesogobius batrachocephalus	600
11140	Mesonauta festivus	97.410003662109375
54811	Mesopotamichthys sharpeyi	800
25518	Metynnis argenteus	153
56430	Metynnis guaporensis	180.10000610351562
26527	Metynnis lippincottianus	205.3699951171875
51152	Metynnis luna	102
2402	Micralestes acutidens	2
4991	Microchirus ocellatus	70
3383	Micropterus notius	1750
3384	Micropterus punctulatus	4650
3385	Micropterus salmoides	10090
67134	Micropterus tallapoosae	1800
3386	Micropterus treculii	1670
67136	Micropterus warriorensis	800
51154	Moenkhausia lepidura	14
52595	Moenkhausia loweae	6.239999771118164
2396	Mormyrus hasselquistii	1115
8768	Mormyrus lacerda	2000
5386	Mormyrus longirostris	10000
2397	Mormyrus rume	5300
51361	Microgenys minuta	1.600000023841858
54574	Microglanis eurystoma	6.800000190734863
320	Micromesistius australis	850
31	Micromesistius poutassou	830
55905	Microphysogobio chenhsienensis	45.900001525878906
54981	Microphysogobio fukiensis	13.5
54983	Microphysogobio kiatingensis	23.299999237060547
7620	Micropogonias furnieri	55.29999923706055
408	Micropogonias undulatus	2580
67133	Micropterus cahabae	800
58432	Micropterus cataractae	3990
67135	Micropterus chattahoochae	1000
3381	Micropterus coosae	3710
3382	Micropterus dolomieu	5410
51213	Microschemobrycon elongatus	0.7200000286102295
8559	Microstomus achne	1760
1382	Microstomus kitt	2950
4247	Microstomus pacificus	3500
4569	Miichthys miiuy	3760.800048828125
25225	Minimugil cascasia	15.199999809265137
6388	Minous monodactylus	33
2996	Minytrema melanops	1230
10199	Miracorvina angolensis	2000
2061	Mobula birostris	3000000
2586	Mobula hypostoma	115900
27177	Mobula kuhlii	30000
7618	Mobula mobular	1500000
13194	Mobula tarapacana	350000
62261	Moenkhausia bonita	7.699999809265137
65772	Moenkhausia celibela	1.159999966621399
63046	Moenkhausia heikoi	12
50889	Moenkhausia xinguensis	30.5
26423	Mola alexandrini	2300000
1732	Mola mola	2300000
1383	Molva dypterygia	30000
33	Molva molva	45000
7976	Monacanthus chinensis	580
1869	Monotaxis grandoculis	5890
2394	Mormyrops anguilloides	15000
355	Morone americana	2720
3308	Morone chrysops	3090
3309	Morone mississippiensis	10970
353	Morone saxatilis	57000
2997	Moxostoma anisurum	10800
3000	Moxostoma carinatum	3960
3003	Moxostoma duquesnei	1020
3004	Moxostoma erythrurum	4080
3008	Moxostoma macrolepidotum	3990
3014	Moxostoma valenciennesi	4160
1086	Mugil curema	680
1090	Mugil liza	9000
14701	Mugil trichodon	190
5983	Mulloidichthys flavolineatus	423.29998779296875
5984	Mulloidichthys vanicolensis	1117
790	Mullus barbatus	680
25966	Mullus ponticus	161.13999938964844
1327	Mullus surmuletus	1000
63860	Muraena augusti	169.8000030517578
1729	Muraena helena	6450
5514	Muraenesox bagio	7100
7124	Muraenolepis marmorata	780
5943	Mustelus antarcticus	30800
5938	Mustelus asterias	4760
2539	Mustelus canis	12150
5932	Mustelus higmani	1600
5941	Mustelus manazo	5720
2542	Mustelus norrisi	13780
9386	Mycteroperca acutirostris	10000
1209	Mycteroperca bonaci	100000
1210	Mycteroperca cidi	15000
9391	Mycteroperca fusca	3000
1211	Mycteroperca interstitialis	10200
3333	Mycteroperca jordani	91000
1212	Mycteroperca microlepis	36460
1213	Mycteroperca phenax	14170
9394	Mycteroperca prionura	14060
9398	Mycteroperca rosacea	9640
1214	Mycteroperca rubra	49700
1215	Mycteroperca tigris	10000
1216	Mycteroperca venenosa	18480
460	Nemadactylus bergi	450
11994	Nemadactylus douglasii	4000
10106	Nemadactylus macropterus	2900
12719	Nemanthias bartlettorum	6.329999923706055
3334	Mycteroperca xenarcha	91000
59146	Myctophum lunatum	3.390000104904175
60931	Myctophum ovcharovi	6.829999923706055
52602	Mylesinus paucisquamatus	1881.9000244140625
51158	Myleus setiger	1102.5999755859375
4330	Myliobatis aquila	14500
8687	Myliobatis australis	56500
2582	Myliobatis californica	82100
4602	Mylopharyngodon piceus	35000
53334	Myloplus arnoldi	1325
28030	Myloplus rhomboidalis	5000
11944	Myloplus rubripinnis	2500
25523	Myloplus torquatus	1324.5999755859375
12977	Mylossoma duriventre	1000
23937	Myoxocephalus brandtii	1200
4118	Myoxocephalus jaok	8000
4121	Myoxocephalus polyacanthocephalus	9000
4122	Myoxocephalus quadricornis	260
13065	Myoxocephalus stelleri	4000
6505	Myripristis vittata	119
5140	Mystus cavasius	10000
12304	Myxocyprinus asiaticus	4000.699951171875
521	Myzopsetta ferruginea	1500
8882	Myzopsetta punctatissima	450
24942	Nangra nangra	3.180000066757202
10758	Nannostomus trifasciatus	0.4099999964237213
2551	Narcine brasiliensis	650
60942	Narcine leoparda	54.900001525878906
27318	Naso caeruleacauda	1096
1264	Naso lituratus	2286
58347	Naso reticulatus	2250
1184	Nebris microps	570
897	Negaprion brevirostris	183700
14549	Nelusetta ayraud	3500
1277	Nemapteryx caelata	1500
3550	Nematistius pectoralis	51710
4559	Nemipterus japonicus	596
5852	Nemipterus randalli	330
5855	Nemipterus zysron	395
13121	Neoarius coatesi	5000
13127	Neoarius utarus	1700
13118	Neoarius velutinus	3500
4512	Neoceratodus forsteri	40000
5465	Neochelon falcipinnis	262
7113	Neopagetopsis ionah	1081.5
9146	Neocyttus rhomboidalis	2000
7068	Neodraco skottsbergi	15.399999618530273
12019	Neogobius melanostomus	381.4200134277344
12125	Neolissochilus hexagonolepis	11000
5521	Neoscorpis lithophilus	2600
12094	Neosilurus ater	2000
1739	Nettastoma melanura	255.5
10220	Netuma thalassina	1000
12466	Nexilosus latifrons	379
13015	Nibea albiflora	1479
9188	Ninnigobius canestrinii	3.299999952316284
12128	Niphon spinosus	11000
62480	Nipponocypris koreanus	51.20000076293945
8076	Nipponocypris temminckii	62.70000076293945
949	Notarius grandicassis	58.29999923706055
13507	Notarius troschelii	3262.39990234375
6980	Notolepis coatsorum	84.30000305175781
2531	Notorynchus cepedianus	107000
2735	Notoscopelus resplendens	9.899999618530273
468	Notothenia rossii	10000
23257	Oneirodes thompsoni	400
850	Oblada melanurus	525
188	Ocyurus chrysurus	4070
12840	Odax pullus	1500
5060	Odaxothrissa mento	41
749	Odontaspis ferox	289000
1655	Odontognathus mucronatus	114.5999984741211
1185	Odontoscion dentex	13.699999809265137
3093	Ogcocephalus parvus	5.800000190734863
47677	Ogcocephalus vespertilio	60.79999923706055
15418	Okamejei kenojei	815.70001220703125
1945	Oligoplites altus	1580
999	Oligoplites palometa	900
1946	Oligoplites refulgens	145.24000549316406
1000	Oligoplites saliens	900
1001	Oligoplites saurus	287
52611	Oligosarcus brevioris	218
23429	Oligosarcus jenynsii	330
52613	Oligosarcus longirostris	266.79998779296875
52621	Oligosarcus robustus	307.5
2686	Oncorhynchus aguabonita	4980
2687	Oncorhynchus apache	2360
2688	Oncorhynchus clarkii	18600
240	Oncorhynchus gorbuscha	6800
241	Oncorhynchus keta	15870
245	Oncorhynchus kisutch	15170
242	Oncorhynchus masou	10000
239	Oncorhynchus mykiss	25400
243	Oncorhynchus nerka	7710
4731	Oncorhynchus rhodurus	1250
244	Oncorhynchus tshawytscha	61400
12545	Oneirodes acanthias	370
23256	Oneirodes bulbosus	450
56270	Onychostoma fangi	220.3000030517578
14444	Onychostoma gerlachi	1000
6414	Opistognathus punctatus	1130
66698	Ossancora asterophysa	62
58103	Ossancora fimbriata	29.799999237060547
60668	Onychostoma macrolepis	296.70001220703125
54866	Onychostoma ovale	1000
54868	Onychostoma simum	1800
8056	Ophichthus apicalis	83.30000305175781
12008	Ophichthus rex	23580
2657	Ophichthus triserialis	373.25
509	Ophiodon elongatus	59110
13991	Ophioscion imiceps	161.94000244140625
1186	Ophioscion punctatissimus	550
1484	Opisthonema libertate	261.3599853515625
1486	Opisthonema oglinum	375
1652	Opisthopterus tardoore	87
6532	Oplegnathus fasciatus	6400
8200	Oplegnathus insignis	1621
6538	Oplegnathus punctatus	12080
3069	Opsanus tau	2230
27264	Opsariichthys bidens	58.400001525878906
22928	Opsariichthys uncirostris	722.0999755859375
108	Orcynopsis unicolor	13100
1399	Oreochromis andersonii	4710
1387	Oreochromis aureus	2010
1431	Oreochromis esculentus	2500
1415	Oreochromis mortimeri	4100
3	Oreochromis mossambicus	1130
2	Oreochromis niloticus	4324
47817	Oreoleuciscus humilis	25
47818	Oreoleuciscus potanini	10000
5	Orthopristis chrysoptera	900
13724	Orthopristis reddingi	600
1145	Orthopristis rubra	850
22635	Osmerus dentex	119
1334	Osmerus eperlanus	178
58102	Ossancora punctata	36.400001525878906
52630	Ossubtus xinguense	379.29998779296875
24058	Osteobrama bakeri	27.299999237060547
28241	Osteochilus salsburyi	97.0999984741211
17448	Osteochilus waandersii	189.3000030517578
1299	Osteogeneiosus militaris	825
6234	Osteoglossum bicirrhosum	6000
4838	Ostorhinchus fleurieu	28
50462	Otocinclus vittatus	0.7300000190734863
9978	Oxyurichthys microlepis	14.550000190734863
8030	Oxyurichthys papuensis	52
62691	Parancistrus nudiventris	236.39999389648437
7051	Paranotothenia magellanica	1451
4824	Otolithes ruber	7000
5605	Oxycheilinus unifasciatus	1400
47639	Oxydoras kneri	9000
12108	Oxydoras niger	11000
13026	Oxyeleotris heterodon	1830
54497	Oxygymnocypris stewartii	2968.10009765625
64651	Oxynoemacheilus anatolicus	5.03000020980835
25993	Oxynoemacheilus angorae	5.889999866485596
46530	Oxynoemacheilus argyrogramma	3.490000009536743
66833	Oxynoemacheilus atili	5.119999885559082
63143	Oxynoemacheilus banarescui	4.03000020980835
55311	Oxynoemacheilus bergianus	4.519999980926514
26135	Oxynoemacheilus brandtii	4.320000171661377
68700	Oxynoemacheilus ciceki	2.609999895095825
69642	Oxynoemacheilus cilicicus	9.100000381469727
67101	Oxynoemacheilus cyri	7.329999923706055
66446	Oxynoemacheilus ercisianus	4.53000020980835
68530	Oxynoemacheilus euphraticus	5.599999904632568
54796	Oxynoemacheilus frenatus	5.829999923706055
63275	Oxynoemacheilus germencicus	4.489999771118164
54800	Oxynoemacheilus hamwii	5.360000133514404
68531	Oxynoemacheilus hazarensis	3.2300000190734863
64652	Oxynoemacheilus kaynaki	3.8499999046325684
54797	Oxynoemacheilus kermanshahensis	4.679999828338623
66360	Oxynoemacheilus kiabii	4.110000133514404
63287	Oxynoemacheilus mediterraneus	3.390000104904175
60839	Oxynoemacheilus namiri	7.019999980926514
63596	Oxynoemacheilus samanticus	4.300000190734863
63673	Oxynoemacheilus seyhanensis	8.399999618530273
63294	Oxynoemacheilus seyhanicola	7.019999980926514
63144	Oxynoemacheilus simavicus	5.619999885559082
63189	Oxynoemacheilus theophilii	4.559999942779541
26498	Oxynoemacheilus tigris	4.800000190734863
715	Oxynotus bruniensis	6560
26627	Pachychilon pictum	70
5505	Pachymetopon blochii	1700
25782	Pachypops trifilis	134.5
12052	Pachyurus bonariensis	150.5
63008	Pachyurus junki	470
8082	Pachyurus schomburgkii	381.94000244140625
890	Pagellus bogaraveo	4000
893	Pagellus erythrinus	3240
7111	Pagetodes antarcticus	708
7115	Pagetopsis maculata	103.5
5067	Pagrus africanus	5550
6426	Pagrus auratus	20000
5066	Pagrus auriga	3000
4540	Pagrus caeruleostictus	11620
445	Pagrus major	9720
1756	Pagrus pagrus	7720
51033	Palmoliparis beckeri	1080
65855	Panaque armbrusteri	1330
6192	Pangasianodon gigas	350000
14154	Pangasianodon hypophthalmus	44000
14145	Pangasius djambal	16000
14181	Pangasius krempfi	14000
12000	Pangasius larnaudii	4620
6193	Pangasius sanitwongsei	300000
5063	Papyrocranus afer	1320
59575	Parabotia banarescui	64.5999984741211
60480	Parabotia bimaculatus	57.599998474121094
54998	Parabotia fasciatus	117.9000015258789
282	Parabramis pekinensis	4100
24649	Paracanthocobitis zonalternans	21.479999542236328
5467	Parachanna obscura	1000
4477	Parachondrostoma toxostoma	350
6413	Parachromis dovii	6800
4684	Parachromis managuensis	1580
22889	Paracobitis malapterura	9.579999923706055
5256	Paradistichodus dimidiatus	3
9182	Parahucho perryi	24000
14238	Paralabrax auroguttatus	2720
3335	Paralabrax clathratus	7000
1218	Paralabrax dewegeri	1300
352	Paralabrax humeralis	2462
3336	Paralabrax maculatofasciatus	900
3337	Paralabrax nebulifer	5980
980	Paralichthys albigutta	2830
14125	Paralichthys brasiliensis	12000
4228	Paralichthys californicus	33000
1338	Paralichthys dentatus	12000
54747	Paralichthys isosceles	456.1400146484375
981	Paralichthys lethostigma	9330
54963	Paralichthys microps	798
1351	Paralichthys olivaceus	9100
1187	Paralonchurus brasiliensis	520
14069	Paralonchurus dumerilii	1044.43994140625
50628	Paraloricaria vetula	361
10130	Parambassis ranga	11.529999732971191
13416	Parambassis thomassi	25
17244	Paramisgurnus dabryanus	58
54956	Parasinilabeo assimilis	19.299999237060547
12127	Percalates colonorum	10000
4696	Perccottus glenii	250
2399	Petrocephalus bovei	30
464	Parapercis colias	2500
6670	Parapercis millepunctata	41.91999816894531
53225	Parapimelodus nigribarbis	55.099998474121094
48469	Parapimelodus valenciennis	34.400001525878906
8972	Paraplagusia japonica	258.3999938964844
4584	Parapristipoma trilineatum	1050
8326	Parapsettus panamensis	793.1199951171875
54837	Paraschistura bampurensis	3.2799999713897705
48190	Paraschistura cristata	4.300000190734863
24567	Paraschistura kessleri	1.6299999952316284
5857	Parascolopsis boesemani	2.5
14446	Parator zonatus	1000
50646	Paratrygon aiereba	14000
56970	Parodon apolinari	36.599998474121094
66385	Parodon magdalenensis	49.099998474121094
4248	Parophrys vetulus	1500
5989	Parupeneus ciliatus	2265
5990	Parupeneus cyclostomus	2265
10994	Parupeneus forsskali	275.29998779296875
5991	Parupeneus heptacanthus	877
60849	Parupeneus insularis	1359
5993	Parupeneus multifasciatus	453
5994	Parupeneus pleurostigma	906
5988	Parupeneus trifasciatus	656
5134	Patagonotothen tessellata	311
13148	Pateobatis bleekeri	21100
12587	Pateobatis fai	18500
49963	Peckoltia oligospila	70
49978	Peckoltia vittata	43
7928	Pegusa nasuta	139.85000610351562
48340	Pelasgus prespensis	3.9000000953674316
62438	Pelasgus thesproticus	5.3480000495910645
283	Pelecus cultratus	2000
1639	Pellona castelnaeana	7100
1643	Pellona harroweri	33
1536	Pellonula leonensis	13.5
2489	Pelmatolapia mariae	1360
50924	Pelteobagrus intermedius	85
8849	Peltorhamphus novaezeelandiae	600
12364	Pentaceros wheeleri	1200
5869	Pentapodus nagasakiensis	108.01000213623047
68368	Peprilus crenulatus	66.80000305175781
14139	Peprilus medius	428
359	Perca flavescens	1910
358	Perca fluviatilis	4750
4639	Perca schrenkii	1500
62086	Percocypris regani	1000
46230	Peristedion ecuadorense	73.69999694824219
61103	Peristedion greyae	68.4000015258789
48374	Peristedion imberbe	56.900001525878906
61104	Peristedion unicuspis	91.5
4762	Pethia gelius	0.6290000081062317
2398	Petrocephalus bane	40
2530	Petromyzon marinus	2500
447	Petrus rupestris	80000
53268	Petulanos intermedius	64
5250	Phago loricatus	5
6364	Plectorhinchus chaetodonoides	7000
7702	Plectorhinchus chubbi	5000
60656	Pholis fangi	16
4449	Photopectoralis bindus	19
63333	Phoxinus ujmonensis	17
6421	Phractocephalus hemioliopterus	44200
1340	Phycis blennoides	3540
1747	Phycis phycis	3910
60883	Physiculus cyanostrophus	287.5
5808	Piaractus brachypomus	25000
55383	Piaractus mesopotamicus	20000
23449	Pimelodella laticeps	17.100000381469727
49394	Pimelodella odynea	15.899999618530273
47853	Pimelodella procera	15.100000381469727
48890	Pimelodus absconditus	194
47835	Pimelodus albofasciatus	274
58425	Pimelodus atrobrunneus	124
63509	Pimelodus britskii	1408
12122	Pimelodus grosskopfii	374
23451	Pimelodus maculatus	2352
58419	Pimelodus microstoma	435
53231	Pimelodus ortmanni	371.6000061035156
12942	Pinguipes chilensis	1574
8688	Pinirampus pirinampu	7680
46742	Plagiognathops microlepis	3000
63010	Plagioscion montei	830
4310	Plagioscion squamosissimus	4500
15287	Planiliza affinis	408.29998779296875
13673	Planiliza carinata	145.10000610351562
13000	Planiliza haematocheilus	5000
46376	Planiliza klunzingeri	191
4668	Planiliza parsia	97.660003662109375
66761	Planonasus parini	560
1523	Platanichthys platana	58.5
1341	Platichthys flesus	2930
4249	Platichthys stellatus	9100
17385	Platyberyx opalescens	123
4873	Platycephalus bassensis	3100
10783	Platycephalus endrachtensis	4990
49820	Platycephalus fuscus	15000
950	Platycephalus indicus	3500
4705	Platycephalus richardsoni	3000
47627	Platydoras armatulus	230
69149	Platydoras birindellii	117.4000015258789
14464	Platypharodon extremus	2500
54979	Platysmacheilus exiguus	45.900001525878906
55906	Platysmacheilus nudiventris	17.799999237060547
398	Plectorhinchus mediterraneus	7920
6368	Plectorhinchus obscurus	15000
8315	Plectorhinchus pictus	6900
5709	Plectroglyphidodon dickii	35.619998931884766
7372	Plectropomus laevis	24200
4826	Plectropomus leopardus	23600
4886	Plectropomus maculatus	25000
7319	Plectropomus oligacanthus	1200
7373	Plectropomus punctatus	17300
472	Pleuragramma antarcticum	200
510	Pleurogrammus azonus	1830
4037	Pleurogrammus monopterygius	2000
1342	Pleuronectes platessa	7000
4250	Pleuronectes quadrituberculatus	3500
8551	Pleuronichthys cornutus	1000
1287	Plicofollis dussumieri	1400
1297	Plicofollis layardi	1300
50366	Podothecus sturioides	192
23359	Poecilia vivipara	6.480000019073486
425	Pogonias cromis	51280
7072	Pogonophryne barsukovi	199.39999389648437
7079	Pogonophryne marmorata	131
34	Pollachius pollachius	18140
1343	Pollachius virens	32000
5222	Pollimyrus isidori	7
6427	Polydactylus macrochir	45000
12917	Prolatilus jugularis	199
50636	Proloricaria prolixa	660
58582	Polydactylus mullani	135
1111	Polydactylus oligodon	620
7901	Polydactylus plebeius	1650
5002	Polydactylus quadrifilis	75000
6416	Polydactylus sexfilis	3170
52808	Polymixia fusca	183.5
174	Polyodon spathula	90719
51604	Polypera simushirae	11000
349	Polyprion americanus	100000
350	Polyprion oxygeneios	100000
5020	Polypterus bichir	2650
10818	Polypterus congicus	4380
2385	Polypterus endlicherii	3400
62584	Polypterus mokelembembe	142.1999969482422
5024	Polypterus senegalus	207
5533	Polysteganus praeorbitalis	7800
4542	Polysteganus undulosus	16000
1117	Pomacanthus arcuatus	1830
25430	Pomacanthus rhomboides	3000
4447	Pomadasys maculatus	3200
364	Pomatomus saltatrix	14400
3387	Pomoxis annularis	2350
3388	Pomoxis nigromaculatus	2720
8221	Pontinus clemensi	2550
3931	Pontinus longispinis	556.5999755859375
27921	Poptella brevispina	12
51977	Poptella compressa	18.34000015258789
53345	Poptella paraguayensis	32
3072	Porichthys plectrodon	10.699999809265137
27122	Poropuntius deauratus	55.31999969482422
54699	Poropuntius hampaloides	23.1200008392334
27124	Poropuntius laoensis	530
25649	Potamorhina latior	271
53772	Potamotrygon brachyura	208000
25512	Potamotrygon constellata	10000
13098	Potamotrygon histrix	15000
53766	Potamotrygon leopoldi	17040
48569	Potamotrygon magdalenae	755.0999755859375
6382	Potamotrygon motoro	34200
50650	Potamotrygon orbignyi	1400
25514	Potamotrygon scobina	15000
1149	Priacanthus arenatus	2850
9903	Priacanthus blochii	403
47314	Priapichthys annectens	2.559999942779541
898	Prionace glauca	205930
7104	Prionodraco evansii	17
1244	Prionotus evolans	1550
4022	Prionotus ophryas	275
1245	Prionotus punctatus	114.0999984741211
198	Pristipomoides aquilonaris	1990
201	Pristipomoides filamentosus	8154
202	Pristipomoides flavipinnis	3039
209	Pristipomoides sieboldii	8400
210	Pristipomoides typus	2200
211	Pristipomoides zonatus	1812
2546	Pristis microdon	600000
2057	Pristis pectinata	350000
51176	Pristis perotteti	591000
28032	Pristobrycon striolatus	230
5422	Probarbus jullieni	70000
26068	Probarbus labeamajor	70000
51245	Prochilodus brevis	540
57804	Prochilodus lacustris	1052.199951171875
13056	Prochilodus lineatus	7200
26150	Prochilodus magdalenae	905
11894	Prochilodus nigricans	3005
14465	Procypris mera	1000
55401	Procypris rabaudi	2550
51425	Proeumicrotremus soldatovi	485
2682	Prosopium cylindraceum	2720
4504	Psettodes belcheri	15000
513	Psettodes erumei	9000
69043	Pseudacanthicus pirarara	950
48239	Pseudacanthicus serratus	1476.0999755859375
140	Pseudobatos percellens	955.0999755859375
2685	Prosopium williamsoni	2920
8734	Protopterus aethiopicus	17000
2384	Protopterus annectens	4000
8736	Protopterus dolloi	11000
67202	Psalidodon dissensus	21.299999237060547
51298	Psalidodon eigenmanniorum	36.29999923706055
8080	Psalidodon fasciatus	69.69999694824219
62636	Psalidodon pampa	3.4000000953674316
54435	Psammobatis extenta	116.08000183105469
54438	Psammobatis normani	1350
54122	Psammobatis rudis	910
25651	Psectrogaster amazonica	174.52999877929687
53106	Psectrogaster falcata	255.6199951171875
25652	Psectrogaster rutiloides	147.6199951171875
14280	Psenopsis cyanea	170
4513	Psephurus gladius	300000
68192	Pseudancistrus asurini	202.2100067138672
47843	Pseudaspius brandtii	1500
23622	Pseudaspius hakonensis	1500
46597	Pseudaspius leptocephalus	3700
8703	Pseudetroplus maculatus	14
55077	Pseudobagrus crassilabris	557.79998779296875
50761	Pseudobagrus pratti	277.6000061035156
50932	Pseudobagrus truncatus	149.1999969482422
54454	Pseudobatos prahli	1350
2549	Pseudobatos productus	9750
58260	Pseudopimelodus mangurus	6700
13266	Pseudopimelodus pulcher	105
8674	Pseudoplatystoma corruscans	100000
6410	Pseudoplatystoma fasciatum	70000
8695	Pseudoplatystoma tigrinum	17000
524	Pseudopleuronectes americanus	3600
8556	Pseudopleuronectes herzensteini	1300
23458	Pseudobunocephalus iheringii	1.7999999523162842
1002	Pseudocaranx dentex	18120
475	Pseudochaenichthys georgianus	2080
7151	Pseudocyttus maculatus	5000
54909	Pseudohemiculter dispar	153.6999969482422
14100	Pseudopercis numida	20200
50136	Pseudopercis semifasciata	10000
63419	Pseudophoxinus alii	33.70000076293945
52636	Pseudophoxinus anatolicus	417.5
52657	Pseudophoxinus crassus	133.10000610351562
52659	Pseudophoxinus egridiri	5.269999980926514
64527	Pseudophoxinus elizavetae	14.979999542236328
65919	Pseudophoxinus hittitorum	12.8100004196167
65161	Pseudophoxinus libani	3.940000057220459
68608	Pseudophoxinus mehmeti	10.930000305175781
64529	Pseudophoxinus zekayi	45.02000045776367
26470	Pseudophoxinus zeregi	6.460000038146973
24239	Pseudopleuronectes obscurus	2600
8885	Pseudopleuronectes schrenki	2500
8170	Pseudopleuronectes yokohamae	1900
53657	Pseudopoecilia fria	0.6100000143051147
1333	Pseudorhombus elevatus	760
8834	Pseudorhombus jenynsii	1471
1376	Pseudorhombus natalensis	175
13071	Pseudorhombus oligodon	169.8000030517578
8835	Pseudorhombus pentophthalmus	208.6999969482422
8764	Pseudoscaphirhynchus hermanni	50.5
4634	Pseudoscaphirhynchus kaufmanni	2000
432	Pseudotolithus senegalensis	12000
5009	Pseudotolithus senegallus	12500
4550	Pseudotolithus typus	15020
51373	Pseudotylosurus microps	99
11732	Psychrolutes phrictus	9500
14488	Pterocryptis cochinchinensis	430
12109	Pterodoras granulosus	7500
5195	Pterois volitans	1442
60163	Pteronemacheilus meridionalis	5.400000095367432
4717	Pterophyllum scalare	25
12218	Pterygoplichthys anisitsi	2336
25741	Pterygoplichthys pardalis	655.29998779296875
51928	Pterygoplichthys xinguensis	580
14451	Ptychidio jordani	563
54494	Ptychobarbus dipogon	2241.10009765625
54517	Ptychobarbus kaznakovi	1546
2940	Ptychocheilus oregonensis	13000
14452	Rectoris posehensis	67
67830	Rhodeus notatus	1.2400000095367432
54926	Rhodeus sinensis	17.399999618530273
25596	Rhodeus uyekii	2.859999895095825
213	Rhomboplites aurorubens	3170
12949	Rhombosolea leporina	600
22898	Pungtungia herzi	46.29999923706055
14512	Puntioplites bulu	1100
61902	Puntius mahecola	24
23822	Puzanovia rubra	200
5675	Pycnochromis margaritifer	14.5600004196167
8700	Pygocentrus cariba	560
4501	Pygocentrus nattereri	3850
8696	Pygocentrus piraya	3175
3051	Pylodictis olivaris	55790
26525	Pyrrhulina filamentosa	11.899999618530273
3542	Rachycentron canadum	68000
7106	Racovitzia glacialis	84.80000305175781
12017	Raiamas bola	2260
5276	Raiamas senegalensis	60
8924	Raja asterias	2549
4552	Raja brachyura	14280
2059	Raja clavata	18000
5492	Raja microocellata	4500
5015	Raja straeleni	1385
6422	Rajella lintea	11150
51193	Raneya brasiliensis	36
110	Rastrelliger faughni	750
50792	Rastrinus scutiger	30
