Event.ID,Species.ID.reported,gbif.binomial,class,family,Movement.type,Movement.measure,Value,Units,Statistic,Movement.mode,Body.mass,Body.mass.units,Study.type,MetaRef,Reference,Body.mass.source,Movement Mode Ref
3005,Tamias striatus,Tamias striatus,Mammalia,Sciuridae,Dispersal,Distance,550,m,Maximum,Running,111.91,g,Metastudy,Santini et al. 2013,Seidel 1961,Wilman et al 2014,Inferred from Class:  Mammalia
3018,Muscardinus avellanarius,Muscardinus avellanarius,Mammalia,Gliridae,Dispersal,Distance,1200,m,Maximum,Running,27.5,g,Metastudy,Santini et al. 2013,Juskaitis 1997,Wilman et al 2014,Inferred from Class:  Mammalia
3019,Muscardinus avellanarius,Muscardinus avellanarius,Mammalia,Gliridae,Dispersal,Distance,3300,m,Maximum,Running,27.5,g,Metastudy,Santini et al. 2013,Schulze in JuÃ…Â¡kaitis 2008,Wilman et al 2014,Inferred from Class:  Mammalia
3025,Muscardinus avellanarius,Muscardinus avellanarius,Mammalia,Gliridae,Dispersal,Distance,400,m,Maximum,Running,27.5,g,Metastudy,Santini et al. 2013,BÃƒÂ¼chner 2008,Wilman et al 2014,Inferred from Class:  Mammalia
3026,Muscardinus avellanarius,Muscardinus avellanarius,Mammalia,Gliridae,Dispersal,Distance,840,m,Maximum,Running,27.5,g,Metastudy,Santini et al. 2013,BÃƒÂ¼chner 2008,Wilman et al 2014,Inferred from Class:  Mammalia
3027,Thomomys talpoides,Thomomys talpoides,Mammalia,Geomyidae,Dispersal,Distance,790,m,Maximum,Running,130.08,g,Metastudy,Santini et al. 2013,Vaughan 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3028,Thomomys talpoides,Thomomys talpoides,Mammalia,Geomyidae,Dispersal,Distance,700,m,Maximum,Running,130.08,g,Metastudy,Santini et al. 2013,Daly & Patton in Lidicker Jr & Patton 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3029,Thomomys talpoides,Thomomys talpoides,Mammalia,Geomyidae,Dispersal,Distance,300,m,Maximum,Running,130.08,g,Metastudy,Santini et al. 2013,Daly & Patton 1990,Wilman et al 2014,Inferred from Class:  Mammalia
3030,Chaetodipus formosus ,Chaetodipus formosus,Mammalia,Heteromyidae,Dispersal,Distance,195,m,Maximum,Running,19.45,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3031,Chaetodipus formosus ,Chaetodipus formosus,Mammalia,Heteromyidae,Dispersal,Distance,91,m,Maximum,Running,19.45,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3034,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,385,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Zeng & Brown 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3035,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,275,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Zeng & Brown 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3036,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,1126.5,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3037,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,2929,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3040,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,265,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Jones 1989,Wilman et al 2014,Inferred from Class:  Mammalia
3041,Dipodomys merriami,Dipodomys merriami,Mammalia,Heteromyidae,Dispersal,Distance,158,m,Maximum,Running,42,g,Metastudy,Santini et al. 2013,Jones 1989,Wilman et al 2014,Inferred from Class:  Mammalia
3042,Dipodomys microps,Dipodomys microps,Mammalia,Heteromyidae,Dispersal,Distance,411,m,Maximum,Running,54.6,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3043,Dipodomys microps,Dipodomys microps,Mammalia,Heteromyidae,Dispersal,Distance,434,m,Maximum,Running,54.6,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3050,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,323,m,Maximum,Running,69.75,g,Metastudy,Santini et al. 2013,Price. Kelly & Goldingay 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3051,Dipodomys stephensi,Dipodomys stephensi,Mammalia,Heteromyidae,Dispersal,Distance,351,m,Maximum,Running,69.75,g,Metastudy,Santini et al. 2013,Price. Kelly & Goldingay 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3052,Perognathus parvus,Perognathus parvus,Mammalia,Heteromyidae,Dispersal,Distance,400,m,Maximum,Running,21.78,g,Metastudy,Santini et al. 2013,Broadbooks 1961,Wilman et al 2014,Inferred from Class:  Mammalia
3053,Perognathus longimembris,Perognathus longimembris,Mammalia,Heteromyidae,Dispersal,Distance,288,m,Maximum,Running,7.6,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3054,Perognathus longimembris,Perognathus longimembris,Mammalia,Heteromyidae,Dispersal,Distance,235,m,Maximum,Running,7.6,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3055,Mus musculus,Mus musculus,Mammalia,Muridae,Dispersal,Distance,1500,m,Maximum,Running,16.25,g,Metastudy,Santini et al. 2013,Berry 1968,Wilman et al 2014,Inferred from Class:  Mammalia
3056,Mus musculus,Mus musculus,Mammalia,Muridae,Dispersal,Distance,112,m,Maximum,Running,16.25,g,Metastudy,Santini et al. 2013,Navajas & Navarro et al. in Pocock. Hauffe & Searle 2005,Wilman et al 2014,Inferred from Class:  Mammalia
3057,Mus musculus,Mus musculus,Mammalia,Muridae,Dispersal,Distance,85,m,Maximum,Running,16.25,g,Metastudy,Santini et al. 2013,Navajas & Navarro et al. in Pocock. Hauffe & Searle 2005,Wilman et al 2014,Inferred from Class:  Mammalia
3060,Notomys alexis,Notomys alexis,Mammalia,Muridae,Dispersal,Distance,2700,m,Maximum,Running,35,g,Metastudy,Santini et al. 2013,Letnic 2002,Wilman et al 2014,Inferred from Class:  Mammalia
3061,Notomys alexis,Notomys alexis,Mammalia,Muridae,Dispersal,Distance,1100,m,Maximum,Running,35,g,Metastudy,Santini et al. 2013,Letnic 2002,Wilman et al 2014,Inferred from Class:  Mammalia
3063,Pseudomys hermannsburgensis ,Pseudomys hermannsburgensis,Mammalia,Muridae,Dispersal,Distance,3200,m,Maximum,Running,12,g,Metastudy,Santini et al. 2013,Letnic 2002,Wilman et al 2014,Inferred from Class:  Mammalia
3064,Apodemus sylvaticus hirtensis,Apodemus sylvaticus,Mammalia,Muridae,Dispersal,Distance,850,m,Maximum,Running,30.45,g,Metastudy,Santini et al. 2013,Boyd 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3065,Apodemus sylvaticus,Apodemus sylvaticus,Mammalia,Muridae,Dispersal,Distance,450,m,Maximum,Running,30.45,g,Metastudy,Santini et al. 2013,Dickman & Doncaster 1989,Wilman et al 2014,Inferred from Class:  Mammalia
3067,Napaeozapus insignis,Napaeozapus insignis,Mammalia,Dipodidae,Dispersal,Distance,607,m,Maximum,Running,22.3,g,Metastudy,Santini et al. 2013,Bowman. Forbes & Dilworth 2000,Wilman et al 2014,Inferred from Class:  Mammalia
3074,Reithrodontomys megalotis,Reithrodontomys megalotis,Mammalia,Cricetidae,Dispersal,Distance,300,m,Maximum,Running,9.37,g,Metastudy,Santini et al. 2013,Fisler 1966,Wilman et al 2014,Inferred from Class:  Mammalia
3075,Sigmodon hispidus,Sigmodon hispidus,Mammalia,Cricetidae,Dispersal,Distance,1500,m,Maximum,Running,92.38,g,Metastudy,Santini et al. 2013,DeBusk & Kennerly Jr 1975,Wilman et al 2014,Inferred from Class:  Mammalia
3076,Neotoma cinerea,Neotoma cinerea,Mammalia,Cricetidae,Dispersal,Distance,2200,m,Maximum,Running,299.15,g,Metastudy,Santini et al. 2013,Escherich 1981,Wilman et al 2014,Inferred from Class:  Mammalia
3082,Arvicola amphibius,Arvicola amphibius,Mammalia,Cricetidae,Dispersal,Distance,1800,m,Maximum,Running,120,g,Metastudy,Santini et al. 2013,Fisher. Lambin & Yletyinen 2009,Wilman et al 2014,Inferred from Class:  Mammalia
3083,Arvicola amphibius,Arvicola amphibius,Mammalia,Cricetidae,Dispersal,Distance,356,m,Maximum,Running,120,g,Metastudy,Santini et al. 2013,Fisher. Lambin & Yletyinen 2009,Wilman et al 2014,Inferred from Class:  Mammalia
3084,Arvicola amphibius,Arvicola amphibius,Mammalia,Cricetidae,Dispersal,Distance,8000,m,Maximum,Running,120,g,Metastudy,Santini et al. 2013,Aars et al. 2001,Wilman et al 2014,Inferred from Class:  Mammalia
3088,Arvicola amphibius,Arvicola amphibius,Mammalia,Cricetidae,Dispersal,Distance,5200,m,Maximum,Running,120,g,Metastudy,Santini et al. 2013,Telfer et al. 2003,Wilman et al 2014,Inferred from Class:  Mammalia
3089,Arvicola amphibius,Arvicola amphibius,Mammalia,Cricetidae,Dispersal,Distance,2600,m,Maximum,Running,120,g,Metastudy,Santini et al. 2013,Stoddart 1970,Wilman et al 2014,Inferred from Class:  Mammalia
3090,Myodes gapperi,Myodes gapperi,Mammalia,Cricetidae,Dispersal,Distance,600,m,Maximum,Running,19.83,g,Metastudy,Santini et al. 2013,Bovet 1980,Wilman et al 2014,Inferred from Class:  Mammalia
3092,Myodes gapperi,Myodes gapperi,Mammalia,Cricetidae,Dispersal,Distance,490,m,Maximum,Running,19.83,g,Metastudy,Santini et al. 2013,Bowman. Forbes & Dilworth 2000,Wilman et al 2014,Inferred from Class:  Mammalia
3095,Myodes rufocanus,Myodes rufocanus,Mammalia,Cricetidae,Dispersal,Distance,3000,m,Maximum,Running,36.43,g,Metastudy,Santini et al. 2013,Oksanen et al. 1999,Wilman et al 2014,Inferred from Class:  Mammalia
3096,Myodes glareolus,Myodes glareolus,Mammalia,Cricetidae,Dispersal,Distance,450,m,Maximum,Running,20.73,g,Metastudy,Santini et al. 2013,Dickman & Doncaster 1989,Wilman et al 2014,Inferred from Class:  Mammalia
3097,Onychomys torridus,Onychomys torridus,Mammalia,Cricetidae,Dispersal,Distance,329,m,Maximum,Running,24.97,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3098,Onychomys torridus,Onychomys torridus,Mammalia,Cricetidae,Dispersal,Distance,325,m,Maximum,Running,24.97,g,Metastudy,Santini et al. 2013,Allred & Beck 1963,Wilman et al 2014,Inferred from Class:  Mammalia
3099,Microtus pinetorum scalopsoides,Microtus pinetorum,Mammalia,Cricetidae,Dispersal,Distance,274,m,Maximum,Running,26.28,g,Metastudy,Santini et al. 2013,Burt 1940,Wilman et al 2014,Inferred from Class:  Mammalia
3102,Microtus agrestis,Microtus agrestis,Mammalia,Cricetidae,Dispersal,Distance,159,m,Maximum,Running,42.5,g,Metastudy,Santini et al. 2013,Sandell et al. 1990,Wilman et al 2014,Inferred from Class:  Mammalia
3103,Microtus agrestis,Microtus agrestis,Mammalia,Cricetidae,Dispersal,Distance,193,m,Maximum,Running,42.5,g,Metastudy,Santini et al. 2013,Sandell et al. 1990,Wilman et al 2014,Inferred from Class:  Mammalia
3105,Microtus arvalis,Microtus arvalis,Mammalia,Cricetidae,Dispersal,Distance,537,m,Maximum,Running,28,g,Metastudy,Santini et al. 2013,Boyce & Boyce 1988,Wilman et al 2014,Inferred from Class:  Mammalia
3106,Microtus californicus,Microtus californicus,Mammalia,Cricetidae,Dispersal,Distance,140,m,Maximum,Running,57.42,g,Metastudy,Santini et al. 2013,Lidicker in Lidicker Jr & Patton 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3107,Microtus californicus,Microtus californicus,Mammalia,Cricetidae,Dispersal,Distance,180,m,Maximum,Running,57.42,g,Metastudy,Santini et al. 2013,Fisler 1962,Wilman et al 2014,Inferred from Class:  Mammalia
3110,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Distance,136,m,Maximum,Running,38.01,g,Metastudy,Santini et al. 2013,McGuire et al. 1993,Wilman et al 2014,Inferred from Class:  Mammalia
3111,Microtus ochrogaster,Microtus ochrogaster,Mammalia,Cricetidae,Dispersal,Distance,127,m,Maximum,Running,38.01,g,Metastudy,Santini et al. 2013,McGuire et al. 1993,Wilman et al 2014,Inferred from Class:  Mammalia
3113,Microtus oeconomus,Microtus oeconomus,Mammalia,Cricetidae,Dispersal,Distance,1000,m,Maximum,Running,34.38,g,Metastudy,Santini et al. 2013,Steen 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3114,Microtus pennsylvanicus,Microtus pennsylvanicus,Mammalia,Cricetidae,Dispersal,Distance,1200,m,Maximum,Running,36.75,g,Metastudy,Santini et al. 2013,Ostfeld & Manson 1996,Wilman et al 2014,Inferred from Class:  Mammalia
3117,Microtus townsendii,Microtus townsendii,Mammalia,Cricetidae,Dispersal,Distance,54,m,Maximum,Running,64.75,g,Metastudy,Santini et al. 2013,Lambin 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3118,Microtus townsendii,Microtus townsendii,Mammalia,Cricetidae,Dispersal,Distance,47,m,Maximum,Running,64.75,g,Metastudy,Santini et al. 2013,Lambin 1994,Wilman et al 2014,Inferred from Class:  Mammalia
3124,Microtus xanthognathus,Microtus xanthognathus,Mammalia,Cricetidae,Dispersal,Distance,800,m,Maximum,Running,125.75,g,Metastudy,Santini et al. 2013,Wolff & Lidicker Jr 1980,Wilman et al 2014,Inferred from Class:  Mammalia
3125,Microtus xanthognathus,Microtus xanthognathus,Mammalia,Cricetidae,Dispersal,Distance,300,m,Maximum,Running,125.75,g,Metastudy,Santini et al. 2013,Wolff & Lidicker Jr 1980,Wilman et al 2014,Inferred from Class:  Mammalia
3131,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,777,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Burt 1940,Wilman et al 2014,Inferred from Class:  Mammalia
3132,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,777,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Burt 1940,Wilman et al 2014,Inferred from Class:  Mammalia
3135,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,183,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Jacquot & Vessey 1995,Wilman et al 2014,Inferred from Class:  Mammalia
3136,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,129,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Jacquot & Vessey 1995,Wilman et al 2014,Inferred from Class:  Mammalia
3139,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,282,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Keane 1990,Wilman et al 2014,Inferred from Class:  Mammalia
3145,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,138,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Glass et al. 1991,Wilman et al 2014,Inferred from Class:  Mammalia
3146,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,121,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Glass et al. 1991,Wilman et al 2014,Inferred from Class:  Mammalia
3147,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,210,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Stickel 1949,Wilman et al 2014,Inferred from Class:  Mammalia
3148,Peromyscus leucopus,Peromyscus leucopus,Mammalia,Cricetidae,Dispersal,Distance,14730,m,Maximum,Running,21.17,g,Metastudy,Santini et al. 2013,Maier 2002,Wilman et al 2014,Inferred from Class:  Mammalia
3154,Peromyscus polionotus,Peromyscus polionotus,Mammalia,Cricetidae,Dispersal,Distance,7765,m,Maximum,Running,12.95,g,Metastudy,Santini et al. 2013,Smith 1968,Wilman et al 2014,Inferred from Class:  Mammalia
3155,Peromyscus polionotus,Peromyscus polionotus,Mammalia,Cricetidae,Dispersal,Distance,194,m,Maximum,Running,12.95,g,Metastudy,Santini et al. 2013,Gentry 1964,Wilman et al 2014,Inferred from Class:  Mammalia
3156,Peromyscus gossypinus,Peromyscus gossypinus,Mammalia,Cricetidae,Dispersal,Distance,640,m,Maximum,Running,29.39,g,Metastudy,Santini et al. 2013,Griffo Jr 1961,Wilman et al 2014,Inferred from Class:  Mammalia
3159,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,450,m,Maximum,Running,43.53,g,Metastudy,Santini et al. 2013,Ribble 1992,Wilman et al 2014,Inferred from Class:  Mammalia
3160,Peromyscus californicus,Peromyscus californicus,Mammalia,Cricetidae,Dispersal,Distance,791,m,Maximum,Running,43.53,g,Metastudy,Santini et al. 2013,Ribble 1992,Wilman et al 2014,Inferred from Class:  Mammalia
3161,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,3220,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Murie & Murie 1931,Wilman et al 2014,Inferred from Class:  Mammalia
3163,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,1768,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Bowman. Forbes & Dilworth 2000,Wilman et al 2014,Inferred from Class:  Mammalia
3164,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,1320,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Rehmeier. Kaufman & Kaufman 2004,Wilman et al 2014,Inferred from Class:  Mammalia
3165,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,1980,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Teferi & Millar 1993,Wilman et al 2014,Inferred from Class:  Mammalia
3168,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,883,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Dice. Howard & Biology 1951,Wilman et al 2014,Inferred from Class:  Mammalia
3169,Peromyscus maniculatus,Peromyscus maniculatus,Mammalia,Cricetidae,Dispersal,Distance,1004.9999999999999,m,Maximum,Running,21.28,g,Metastudy,Santini et al. 2013,Dice. Howard & Biology 1951,Wilman et al 2014,Inferred from Class:  Mammalia
3171,Ondatra zibethicus,Ondatra zibethicus,Mammalia,Cricetidae,Dispersal,Distance,3370,m,Maximum,Running,1065.75,g,Metastudy,Santini et al. 2013,Fitch 1958,Wilman et al 2014,Inferred from Class:  Mammalia
3172,Octodon degus,Octodon degus,Mammalia,Octodontidae,Dispersal,Distance,200,m,Maximum,Running,210,g,Metastudy,Santini et al. 2013,Quirici et al. 2011,Wilman et al 2014,Inferred from Class:  Mammalia
3173,Octodon degus,Octodon degus,Mammalia,Octodontidae,Dispersal,Distance,200,m,Maximum,Running,210,g,Metastudy,Santini et al. 2013,Quirici et al. 2011,Wilman et al 2014,Inferred from Class:  Mammalia
3175,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,170,m,Maximum,Running,157.63,g,Metastudy,Santini et al. 2013,Smith & Ivins 1983,Wilman et al 2014,Inferred from Class:  Mammalia
3176,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,310,m,Maximum,Running,157.63,g,Metastudy,Santini et al. 2013,Smith & Ivins 1983,Wilman et al 2014,Inferred from Class:  Mammalia
3178,Ochotona princeps,Ochotona princeps,Mammalia,Ochotonidae,Dispersal,Distance,396,m,Maximum,Running,157.63,g,Metastudy,Santini et al. 2013,Peacock & Smith 1997,Wilman et al 2014,Inferred from Class:  Mammalia
3180,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,Distance,4830,m,Maximum,Running,1710.02,g,Metastudy,Santini et al. 2013,Keith & Waring 1956,Wilman et al 2014,Inferred from Class:  Mammalia
3183,Lepus americanus,Lepus americanus,Mammalia,Leporidae,Dispersal,Distance,20117,m,Maximum,Running,1710.02,g,Metastudy,Santini et al. 2013,O'Farrell 1965,Wilman et al 2014,Inferred from Class:  Mammalia
3187,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,Distance,8920,m,Maximum,Running,3740,g,Metastudy,Santini et al. 2013,Avril et al. 2011,Wilman et al 2014,Inferred from Class:  Mammalia
3191,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,Distance,17353,m,Maximum,Running,3740,g,Metastudy,Santini et al. 2013,Bray et al. 2007,Wilman et al 2014,Inferred from Class:  Mammalia
3192,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,Distance,8500,m,Maximum,Running,3740,g,Metastudy,Santini et al. 2013,Broekhuizen & Maaskamp 1982,Wilman et al 2014,Inferred from Class:  Mammalia
3193,Lepus europaeus,Lepus europaeus,Mammalia,Leporidae,Dispersal,Distance,9000,m,Maximum,Running,3740,g,Metastudy,Santini et al. 2013,Broekhuizen & Maaskamp 1982,Wilman et al 2014,Inferred from Class:  Mammalia
3195,Lepus timidus,Lepus timidus,Mammalia,Leporidae,Dispersal,Distance,200000,m,Maximum,Running,3048,g,Metastudy,Santini et al. 2013,Vuolanto. Myrberget. Hoglund in AngerbjÃƒÂ¶rn & Flux 1995,Wilman et al 2014,Inferred from Class:  Mammalia
3196,Lepus timidus,Lepus timidus,Mammalia,Leporidae,Dispersal,Distance,1815,m,Maximum,Running,3048,g,Metastudy,Santini et al. 2013,Dahl & Willebrand 2005,Wilman et al 2014,Inferred from Class:  Mammalia
3197,Lepus californicus,Lepus californicus,Mammalia,Leporidae,Dispersal,Distance,45061,m,Maximum,Running,2422.48,g,Metastudy,Santini et al. 2013,French. McBride & Detmer 1965,Wilman et al 2014,Inferred from Class:  Mammalia
3198,Lepus californicus,Lepus californicus,Mammalia,Leporidae,Dispersal,Distance,1610,m,Maximum,Running,2422.48,g,Metastudy,Santini et al. 2013,Lechleitner 1958,Wilman et al 2014,Inferred from Class:  Mammalia
3201,Brachylagus idahoensis,Brachylagus idahoensis,Mammalia,Leporidae,Dispersal,Distance,6500,m,Maximum,Running,421.34,g,Metastudy,Santini et al. 2013,Estes-Zumpf & Rachlow 2009,Wilman et al 2014,Inferred from Class:  Mammalia
3202,Brachylagus idahoensis,Brachylagus idahoensis,Mammalia,Leporidae,Dispersal,Distance,11900,m,Maximum,Running,421.34,g,Metastudy,Santini et al. 2013,Estes-Zumpf & Rachlow 2009,Wilman et al 2014,Inferred from Class:  Mammalia
3203,Brachylagus idahoensis,Brachylagus idahoensis,Mammalia,Leporidae,Dispersal,Distance,2500,m,Maximum,Running,421.34,g,Metastudy,Santini et al. 2013,Green & Flinders 1980,Wilman et al 2014,Inferred from Class:  Mammalia
3204,Brachylagus idahoensis,Brachylagus idahoensis,Mammalia,Leporidae,Dispersal,Distance,3500,m,Maximum,Running,421.34,g,Metastudy,Santini et al. 2013,Katzner & Parker 1998,Wilman et al 2014,Inferred from Class:  Mammalia
3206,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,25750,m,Maximum,Running,643.25,g,Metastudy,Santini et al. 2013,Hickie & Whitlock 1940,Wilman et al 2014,Inferred from Class:  Mammalia
3207,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,3860,m,Maximum,Running,643.25,g,Metastudy,Santini et al. 2013,Dalke & Sime 1938,Wilman et al 2014,Inferred from Class:  Mammalia
3208,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,1609,m,Maximum,Running,643.25,g,Metastudy,Santini et al. 2013,Allen 1939,Wilman et al 2014,Inferred from Class:  Mammalia
3209,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,1081,m,Maximum,Running,643.25,g,Metastudy,Santini et al. 2013,Schwartz 1941,Wilman et al 2014,Inferred from Class:  Mammalia
3210,Sylvilagus bachmani,Sylvilagus bachmani,Mammalia,Leporidae,Dispersal,Distance,352,m,Maximum,Running,643.25,g,Metastudy,Santini et al. 2013,Shields 1960,Wilman et al 2014,Inferred from Class:  Mammalia
3211,Sylvilagus floridanus,Sylvilagus floridanus,Mammalia,Leporidae,Dispersal,Distance,4800,m,Maximum,Running,1172.79,g,Metastudy,Santini et al. 2013,Bowers 1954,Wilman et al 2014,Inferred from Class:  Mammalia
3212,Sylvilagus floridanus,Sylvilagus floridanus,Mammalia,Leporidae,Dispersal,Distance,7650,m,Maximum,Running,1172.79,g,Metastudy,Santini et al. 2013,Hoffmeister 1977,Wilman et al 2014,Inferred from Class:  Mammalia
3213,Sylvilagus floridanus,Sylvilagus floridanus,Mammalia,Leporidae,Dispersal,Distance,19320,m,Maximum,Running,1172.79,g,Metastudy,Santini et al. 2013,Bowers 1954,Wilman et al 2014,Inferred from Class:  Mammalia
3214,Loxodonta africana,Loxodonta africana,Mammalia,Elephantidae,Dispersal,Distance,170000,m,Maximum,Running,3940034.28,g,Metastudy,Santini et al. 2013,Pinter-Wollman 2008,Wilman et al 2014,Inferred from Class:  Mammalia
3215,Ceratotherium simum,Ceratotherium simum,Mammalia,Rhinocerotidae,Dispersal,Distance,257000,m,Maximum,Running,2949986.31,g,Metastudy,Santini et al. 2013,StÃƒÂ¸en. Pitlagano & Moe 2009,Wilman et al 2014,Inferred from Class:  Mammalia
3216,Ceratotherium simum,Ceratotherium simum,Mammalia,Rhinocerotidae,Dispersal,Distance,7000,m,Maximum,Running,2949986.31,g,Metastudy,Santini et al. 2013,Shrader & Owen-Smith 2002,Wilman et al 2014,Inferred from Class:  Mammalia
3217,Equus caballus,Equus caballus,Mammalia,Equidae,Dispersal,Distance,24000,m,Maximum,Running,250000,g,Metastudy,Santini et al. 2013,Berger 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3218,Equus caballus,Equus caballus,Mammalia,Equidae,Dispersal,Distance,8000,m,Maximum,Running,250000,g,Metastudy,Santini et al. 2013,Berger 1987,Wilman et al 2014,Inferred from Class:  Mammalia
3224,Antilocapra americana,Antilocapra americana,Mammalia,Antilocapridae,Dispersal,Distance,267000,m,Maximum,Running,46082.92,g,Metastudy,Santini et al. 2013,Jacques & Jenks 2007,Wilman et al 2014,Inferred from Class:  Mammalia
3225,Antilocapra americana,Antilocapra americana,Mammalia,Antilocapridae,Dispersal,Distance,75800,m,Maximum,Running,46082.92,g,Metastudy,Santini et al. 2013,Jacques & Jenks 2007,Wilman et al 2014,Inferred from Class:  Mammalia
3228,Aepyceros melampus,Aepyceros melampus,Mammalia,Bovidae,Dispersal,Distance,3200,m,Maximum,Running,52500.08,g,Metastudy,Santini et al. 2013,Murray 1982,Wilman et al 2014,Inferred from Class:  Mammalia
3230,Syncerus caffer,Syncerus caffer,Mammalia,Bovidae,Dispersal,Distance,133000,m,Maximum,Running,580002.68,g,Metastudy,Santini et al. 2013,Halley et al. 2002,Wilman et al 2014,Inferred from Class:  Mammalia
