db,original,gbif.binomial,gbif.key,rank,status,matchType,phylum,class,family,genus,species
dispdb,Corvus brachyrhynchos,Corvus brachyrhynchos,2482507,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Corvidae,Corvus,Corvus brachyrhynchos
dispdb,Myrmeciza exsul,Myrmeciza exsul,2490163,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thamnophilidae,Myrmeciza,Myrmeciza exsul
dispdb,Pelecanus occidentalis,Pelecanus occidentalis,5229158,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Pelecanidae,Pelecanus,Pelecanus occidentalis
dispdb,Halcyon leucocephala,Halcyon leucocephala,5228304,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Alcedinidae,Halcyon,Halcyon leucocephala
dispdb,Pheucticus ludovicianus,Pheucticus ludovicianus,2490494,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Cardinalidae,Pheucticus,Pheucticus ludovicianus
dispdb,Aythya americana,Aythya americana,2498263,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Anatidae,Aythya,Aythya americana
dispdb,Rallus longirostris,Rallus longirostris,9395900,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rallidae,Rallus,Rallus longirostris
dispdb,Ficedula hypoleuca,Ficedula hypoleuca,2492606,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Ficedula,Ficedula hypoleuca
dispdb,Sitta europea,Sitta europaea,2484916,SPECIES,ACCEPTED,FUZZY,Chordata,Aves,Sittidae,Sitta,Sitta europaea
dispdb,Melospiza melodia,Melospiza melodia,2492196,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Passerellidae,Melospiza,Melospiza melodia
dispdb,Dendragapus obscurus,Dendragapus obscurus,9428437,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Phasianidae,Dendragapus,Dendragapus obscurus
dispdb,Aegolius funereus,Aegolius funereus,5739298,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Aegolius,Aegolius funereus
dispdb,Heterodon platirhinos,Heterodon platirhinos,5223730,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Heterodon,Heterodon platirhinos
dispdb,Chrysemys picta,Chrysemys picta,2443133,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Emydidae,Chrysemys,Chrysemys picta
dispdb,Varanus varius,Varanus varius,2470715,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Varanidae,Varanus,Varanus varius
dispdb,Apus apus,Apus apus,5228676,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Apodidae,Apus,Apus apus
dispdb,Chroicocephalus ridibundus,Chroicocephalus ridibundus,6065824,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Laridae,Chroicocephalus,Chroicocephalus ridibundus
dispdb,Sylvia communis,Sylvia communis,2492943,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Sylviidae,Sylvia,Sylvia communis
dispdb,Carcharodon carcharias,Carcharodon carcharias,2420694,SPECIES,ACCEPTED,EXACT,Chordata,Elasmobranchii,Lamnidae,Carcharodon,Carcharodon carcharias
dispdb,Tursiops truncatus,Tursiops truncatus,2440447,SPECIES,ACCEPTED,EXACT,Chordata,Mammalia,Delphinidae,Tursiops,Tursiops truncatus
dispdb,Isurus oxyrinchus,Isurus oxyrinchus,5216248,SPECIES,ACCEPTED,EXACT,Chordata,Elasmobranchii,Lamnidae,Isurus,Isurus oxyrinchus
dispdb,Fringilla coelebs,Fringilla coelebs,2494422,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fringillidae,Fringilla,Fringilla coelebs
dispdb,Motacilla flava,Motacilla flava,9701857,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Motacillidae,Motacilla,Motacilla flava
dispdb,Muscicapa striata,Muscicapa striata,2492576,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Muscicapa,Muscicapa striata
dispdb,Oenanthe oenanthe,Oenanthe oenanthe,5231240,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Oenanthe,Oenanthe oenanthe
dispdb,Phoenicurus phoenicurus,Phoenicurus phoenicurus,5739317,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus
dispdb,Streptopelia turtur,Streptopelia turtur,2495708,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Columbidae,Streptopelia,Streptopelia turtur
dispdb,Prionace glauca,Prionace glauca,2417940,SPECIES,ACCEPTED,EXACT,Chordata,Elasmobranchii,Carcharhinidae,Prionace,Prionace glauca
dispdb,Corvus corax,Corvus corax,2482492,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Corvidae,Corvus,Corvus corax
dispdb,Lagopus leucura,Lagopus leucura,5227717,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Phasianidae,Lagopus,Lagopus leucura
dispdb,Falco tinnunculus,Falco tinnunculus,9616058,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Falconidae,Falco,Falco tinnunculus
dispdb,Seiurus aurocapilla,Seiurus aurocapilla,2489590,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Parulidae,Seiurus,Seiurus aurocapilla
dispdb,Empidonax virescens,Empidonax virescens,2482802,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tyrannidae,Empidonax,Empidonax virescens
dispdb,Tetrastes bonasia,Tetrastes bonasia,2473663,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Phasianidae,Tetrastes,Tetrastes bonasia
dispdb,Iguana iguana,Iguana iguana,2459658,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Iguanidae,Iguana,Iguana iguana
dispdb,Lampropeltis triangulum,Lampropeltis triangulum,5224503,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Lampropeltis,Lampropeltis triangulum
dispdb,Picus viridis,Picus viridis,2478523,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Picidae,Picus,Picus viridis
dispdb,Coluber constrictor,Coluber constrictor,6161776,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Coluber,Coluber constrictor
dispdb,Carcharhinus limbatus,Carcharhinus limbatus,2417970,SPECIES,ACCEPTED,EXACT,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus,Carcharhinus limbatus
dispdb,Sternotherus odoratus,Sternotherus odoratus,5220393,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Kinosternidae,Sternotherus,Sternotherus odoratus
dispdb,Nerodia erythrogaster,Nerodia erythrogaster,5223362,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Nerodia,Nerodia erythrogaster
dispdb,Accipiter cooperii,Accipiter cooperii,2480621,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Accipitridae,Accipiter,Accipiter cooperii
dispdb,Falco columbarius,Falco columbarius,9813242,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Falconidae,Falco,Falco columbarius
dispdb,Asio otus,Asio otus,2497306,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Asio,Asio otus
dispdb,Athene cunicularia,Athene cunicularia,2497240,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Athene,Athene cunicularia
dispdb,Crotalus horridus,Crotalus horridus,2444468,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Viperidae,Crotalus,Crotalus horridus
dispdb,Natrix natrix,Natrix natrix,6161347,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Natrix,Natrix natrix
dispdb,Lacerta agilis,Lacerta agilis,6159223,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Lacertidae,Lacerta,Lacerta agilis
dispdb,Gopherus polyphemus,Gopherus polyphemus,2441812,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Testudinidae,Gopherus,Gopherus polyphemus
dispdb,Carinascincus microlepidotus,Carinascincus microlepidotus,8077556,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Scincidae,Carinascincus,Carinascincus microlepidotus
dispdb,Erithacus rubecula,Erithacus rubecula,2492462,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Muscicapidae,Erithacus,Erithacus rubecula
dispdb,Sylvia atricapilla,Sylvia atricapilla,2492956,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Sylviidae,Sylvia,Sylvia atricapilla
dispdb,Corvus corone,Corvus corone,9409796,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Corvidae,Corvus,Corvus corone
dispdb,Cyanistes caeruleus,Cyanistes caeruleus,2487879,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Paridae,Cyanistes,Cyanistes caeruleus
dispdb,Parus major,Parus major,9705453,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Paridae,Parus,Parus major
dispdb,Motacilla cinerea,Motacilla cinerea,2490310,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Motacillidae,Motacilla,Motacilla cinerea
dispdb,Emberiza citrinella,Emberiza citrinella,2491534,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Emberizidae,Emberiza,Emberiza citrinella
dispdb,Carcharhinus melanopterus,Carcharhinus melanopterus,2417981,SPECIES,ACCEPTED,EXACT,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus,Carcharhinus melanopterus
dispdb,Poecile atricapillus,Poecile atricapillus,2487805,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Paridae,Poecile,Poecile atricapillus
dispdb,Chelydra serpentina,Chelydra serpentina,2441905,SPECIES,ACCEPTED,EXACT,Chordata,Testudines,Chelydridae,Chelydra,Chelydra serpentina
dispdb,Athene noctua,Athene noctua,2497266,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Strigidae,Athene,Athene noctua
dispdb,Linaria cannabina,Linaria cannabina,8104397,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Fringillidae,Linaria,Linaria cannabina
dispdb,Pituophis melanoleucus,Pituophis melanoleucus,9187223,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Colubridae,Pituophis,Pituophis melanoleucus
dispdb,Gloydius shedaoensis,Gloydius shedaoensis,2444581,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Viperidae,Gloydius,Gloydius shedaoensis
dispdb,Buteo buteo,Buteo buteo,2480537,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Accipitridae,Buteo,Buteo buteo
dispdb,Zootoca vivipara,Zootoca vivipara,9702100,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Lacertidae,Zootoca,Zootoca vivipara
dispdb,Delichon urbicum,Delichon urbicum,2489214,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Hirundinidae,Delichon,Delichon urbicum
dispdb,Scaphiopus holbrookii,Scaphiopus holbrookii,2429796,SPECIES,ACCEPTED,EXACT,Chordata,Amphibia,Scaphiopodidae,Scaphiopus,Scaphiopus holbrookii
dispdb,Rana temporaria,Rana temporaria,2426805,SPECIES,ACCEPTED,EXACT,Chordata,Amphibia,Ranidae,Rana,Rana temporaria
dispdb,Hoplocephalus bungaroides,Hoplocephalus bungaroides,9561258,SPECIES,ACCEPTED,EXACT,Chordata,Squamata,Elapidae,Hoplocephalus,Hoplocephalus bungaroides
eltonbirds,Struthio camelus,Struthio camelus,2495150,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Struthionidae,Struthio,Struthio camelus
eltonbirds,Rhea americana,Rhea americana,2495165,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rheidae,Rhea,Rhea americana
eltonbirds,Rhea pennata,Rhea pennata,2495160,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Rheidae,Rhea,Rhea pennata
eltonbirds,Casuarius casuarius,Casuarius casuarius,5231783,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Casuariidae,Casuarius,Casuarius casuarius
eltonbirds,Casuarius bennetti,Casuarius bennetti,5231784,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Casuariidae,Casuarius,Casuarius bennetti
eltonbirds,Casuarius unappendiculatus,Casuarius unappendiculatus,5231785,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Casuariidae,Casuarius,Casuarius unappendiculatus
eltonbirds,Dromaius novaehollandiae,Dromaius novaehollandiae,2495134,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Dromaiidae,Dromaius,Dromaius novaehollandiae
eltonbirds,Apteryx australis,Apteryx australis,2495145,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Apterygidae,Apteryx,Apteryx australis
eltonbirds,Apteryx owenii,Apteryx owenii,2495142,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Apterygidae,Apteryx,Apteryx owenii
eltonbirds,Apteryx haastii,Apteryx haastii,2495139,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Apterygidae,Apteryx,Apteryx haastii
eltonbirds,Tinamus tao,Tinamus tao,2477622,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Tinamus,Tinamus tao
eltonbirds,Tinamus solitarius,Tinamus solitarius,2477627,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Tinamus,Tinamus solitarius
eltonbirds,Tinamus osgoodi,Tinamus osgoodi,2477618,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Tinamus,Tinamus osgoodi
eltonbirds,Tinamus major,Tinamus major,2477630,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Tinamus,Tinamus major
eltonbirds,Tinamus guttatus,Tinamus guttatus,2477621,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Tinamus,Tinamus guttatus
eltonbirds,Nothocercus bonapartei,Nothocercus bonapartei,2477473,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothocercus,Nothocercus bonapartei
eltonbirds,Nothocercus julius,Nothocercus julius,2477472,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothocercus,Nothocercus julius
eltonbirds,Nothocercus nigrocapillus,Nothocercus nigrocapillus,2477469,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothocercus,Nothocercus nigrocapillus
eltonbirds,Crypturellus berlepschi,Crypturellus berlepschi,2477528,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus berlepschi
eltonbirds,Crypturellus cinereus,Crypturellus cinereus,2477533,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus cinereus
eltonbirds,Crypturellus soui,Crypturellus soui,2477507,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus soui
eltonbirds,Crypturellus ptaritepui,Crypturellus ptaritepui,2477506,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus ptaritepui
eltonbirds,Crypturellus obsoletus,Crypturellus obsoletus,2477535,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus obsoletus
eltonbirds,Crypturellus cinnamomeus,Crypturellus cinnamomeus,2477493,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus cinnamomeus
eltonbirds,Crypturellus undulatus,Crypturellus undulatus,2477560,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus undulatus
eltonbirds,Crypturellus transfasciatus,Crypturellus transfasciatus,2477545,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus transfasciatus
eltonbirds,Crypturellus strigulosus,Crypturellus strigulosus,2477559,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus strigulosus
eltonbirds,Crypturellus boucardi,Crypturellus boucardi,2477567,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus boucardi
eltonbirds,Crypturellus kerriae,Crypturellus kerriae,2477557,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus kerriae
eltonbirds,Crypturellus erythropus,Crypturellus erythropus,2477546,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus erythropus
eltonbirds,Crypturellus duidae,Crypturellus duidae,2477534,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus duidae
eltonbirds,Crypturellus noctivagus,Crypturellus noctivagus,2477503,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus noctivagus
eltonbirds,Crypturellus atrocapillus,Crypturellus atrocapillus,2477529,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus atrocapillus
eltonbirds,Crypturellus variegatus,Crypturellus variegatus,2477527,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus variegatus
eltonbirds,Crypturellus brevirostris,Crypturellus brevirostris,2477532,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus brevirostris
eltonbirds,Crypturellus bartletti,Crypturellus bartletti,2477556,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus bartletti
eltonbirds,Crypturellus parvirostris,Crypturellus parvirostris,2477558,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus parvirostris
eltonbirds,Crypturellus casiquiare,Crypturellus casiquiare,2477570,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus casiquiare
eltonbirds,Crypturellus tataupa,Crypturellus tataupa,2477522,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Crypturellus,Crypturellus tataupa
eltonbirds,Rhynchotus rufescens,Rhynchotus rufescens,2477464,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Rhynchotus,Rhynchotus rufescens
eltonbirds,Nothoprocta taczanowskii,Nothoprocta taczanowskii,2477596,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothoprocta,Nothoprocta taczanowskii
eltonbirds,Nothoprocta ornata,Nothoprocta ornata,2477575,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothoprocta,Nothoprocta ornata
eltonbirds,Nothoprocta pentlandii,Nothoprocta pentlandii,2477584,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Tinamidae,Nothoprocta,Nothoprocta pentlandii
