db,original,gbif.binomial,gbif.key,rank,status,matchType,phylum,class,family,genus,species
eltonbirds,Chlorochrysa calliparaea,Chlorochrysa calliparaea,5230598,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Chlorochrysa,Chlorochrysa calliparaea
eltonbirds,Chlorochrysa nitidissima,Chlorochrysa nitidissima,5230597,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Chlorochrysa,Chlorochrysa nitidissima
eltonbirds,Tangara inornata,Tangara inornata,2488164,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara inornata
eltonbirds,Tangara mexicana,Tangara mexicana,2488169,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara mexicana
eltonbirds,Tangara chilensis,Tangara chilensis,2488217,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara chilensis
eltonbirds,Tangara fastuosa,Tangara fastuosa,2488213,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara fastuosa
eltonbirds,Tangara seledon,Tangara seledon,2488104,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara seledon
eltonbirds,Tangara cyanocephala,Tangara cyanocephala,2488097,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara cyanocephala
eltonbirds,Tangara desmaresti,Tangara desmaresti,2488136,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara desmaresti
eltonbirds,Tangara cyanoventris,Tangara cyanoventris,2488155,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara cyanoventris
eltonbirds,Tangara johannae,Tangara johannae,2488153,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara johannae
eltonbirds,Tangara schrankii,Tangara schrankii,2488133,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara schrankii
eltonbirds,Tangara florida,Tangara florida,2488189,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara florida
eltonbirds,Tangara arthus,Tangara arthus,2488179,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara arthus
eltonbirds,Tangara icterocephala,Tangara icterocephala,2488222,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara icterocephala
eltonbirds,Tangara xanthocephala,Tangara xanthocephala,2488242,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara xanthocephala
eltonbirds,Tangara chrysotis,Tangara chrysotis,2488163,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara chrysotis
eltonbirds,Tangara parzudakii,Tangara parzudakii,2488192,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara parzudakii
eltonbirds,Tangara gyrola,Tangara gyrola,2488114,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara gyrola
eltonbirds,Tangara lavinia,Tangara lavinia,2488206,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara lavinia
eltonbirds,Tangara rufigenis,Tangara rufigenis,2488168,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara rufigenis
eltonbirds,Tangara labradorides,Tangara labradorides,2488101,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara labradorides
eltonbirds,Tangara cyanotis,Tangara cyanotis,2488203,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara cyanotis
eltonbirds,Tangara dowii,Tangara dowii,2488105,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara dowii
eltonbirds,Tangara fucosa,Tangara fucosa,2488162,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara fucosa
eltonbirds,Tangara nigroviridis,Tangara nigroviridis,2488106,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara nigroviridis
eltonbirds,Tangara vassorii,Tangara vassorii,2488175,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara vassorii
eltonbirds,Tangara cyanoptera,Thraupidae,9352,FAMILY,ACCEPTED,HIGHERRANK,Chordata,Aves,Thraupidae,NA,NA
eltonbirds,Tangara velia,Tangara velia,2488157,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara velia
eltonbirds,Tangara callophrys,Tangara callophrys,2488113,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tangara,Tangara callophrys
eltonbirds,Iridophanes pulcherrimus,Iridophanes pulcherrimus,2488677,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Iridophanes,Iridophanes pulcherrimus
eltonbirds,Dacnis hartlaubi,Dacnis hartlaubi,2488350,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis hartlaubi
eltonbirds,Dacnis albiventris,Dacnis albiventris,2488371,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis albiventris
eltonbirds,Dacnis lineata,Dacnis lineata,2488364,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis lineata
eltonbirds,Dacnis egregia,Dacnis egregia,6100781,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis egregia
eltonbirds,Dacnis flaviventer,Dacnis flaviventer,2488370,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis flaviventer
eltonbirds,Dacnis nigripes,Dacnis nigripes,2488369,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis nigripes
eltonbirds,Dacnis venusta,Dacnis venusta,2488361,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis venusta
eltonbirds,Dacnis cayana,Dacnis cayana,2488352,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis cayana
eltonbirds,Dacnis viguieri,Dacnis viguieri,2488349,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis viguieri
eltonbirds,Dacnis berlepschi,Dacnis berlepschi,2488368,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Dacnis,Dacnis berlepschi
eltonbirds,Chlorophanes spiza,Chlorophanes spiza,5230641,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Chlorophanes,Chlorophanes spiza
eltonbirds,Cyanerpes nitidus,Cyanerpes nitidus,2488902,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Cyanerpes,Cyanerpes nitidus
eltonbirds,Cyanerpes lucidus,Cyanerpes lucidus,2488909,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Cyanerpes,Cyanerpes lucidus
eltonbirds,Cyanerpes caeruleus,Cyanerpes caeruleus,2488903,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Cyanerpes,Cyanerpes caeruleus
eltonbirds,Cyanerpes cyaneus,Cyanerpes cyaneus,2488890,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Cyanerpes,Cyanerpes cyaneus
eltonbirds,Xenodacnis parina,Xenodacnis parina,2488847,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Xenodacnis,Xenodacnis parina
eltonbirds,Tersina viridis,Tersina viridis,2488545,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tersina,Tersina viridis
eltonbirds,Catamblyrhynchus diadema,Catamblyrhynchus diadema,2488915,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Catamblyrhynchus,Catamblyrhynchus diadema
eltonbirds,Oreothraupis arremonops,Oreothraupis arremonops,2492007,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Passerellidae,Oreothraupis,Oreothraupis arremonops
eltonbirds,Urothraupis stolzmanni,Urothraupis stolzmanni,2492180,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Urothraupis,Urothraupis stolzmanni
eltonbirds,Nephelornis oneilli,Nephelornis oneilli,2488293,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Nephelornis,Nephelornis oneilli
eltonbirds,Charitospiza eucosma,Charitospiza eucosma,2491982,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Charitospiza,Charitospiza eucosma
eltonbirds,Coryphaspiza melanotis,Coryphaspiza melanotis,2491076,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Coryphaspiza,Coryphaspiza melanotis
eltonbirds,Saltatricula multicolor,Saltatricula multicolor,2491687,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Saltatricula,Saltatricula multicolor
eltonbirds,Coryphospingus pileatus,Coryphospingus pileatus,2491988,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Coryphospingus,Coryphospingus pileatus
eltonbirds,Coryphospingus cucullatus,Coryphospingus cucullatus,2491984,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Coryphospingus,Coryphospingus cucullatus
eltonbirds,Rhodospingus cruentus,Rhodospingus cruentus,2491895,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Rhodospingus,Rhodospingus cruentus
eltonbirds,Phrygilus atriceps,Phrygilus atriceps,5231075,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Phrygilus,Phrygilus atriceps
eltonbirds,Phrygilus punensis,Phrygilus punensis,5231100,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Phrygilus,Phrygilus punensis
eltonbirds,Phrygilus gayi,Phrygilus gayi,5231088,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Phrygilus,Phrygilus gayi
eltonbirds,Phrygilus patagonicus,Phrygilus patagonicus,5231073,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Phrygilus,Phrygilus patagonicus
eltonbirds,Melanodera melanodera,Melanodera melanodera,2491658,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Melanodera,Melanodera melanodera
eltonbirds,Melanodera xanthogramma,Melanodera xanthogramma,2491655,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Melanodera,Melanodera xanthogramma
eltonbirds,Haplospiza rustica,Haplospiza rustica,2491290,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Haplospiza,Haplospiza rustica
eltonbirds,Haplospiza unicolor,Haplospiza unicolor,2491289,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Haplospiza,Haplospiza unicolor
eltonbirds,Lophospingus pusillus,Lophospingus pusillus,2491726,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Lophospingus,Lophospingus pusillus
eltonbirds,Lophospingus griseocristatus,Lophospingus griseocristatus,2491725,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Lophospingus,Lophospingus griseocristatus
eltonbirds,Donacospiza albifrons,Donacospiza albifrons,2491907,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Donacospiza,Donacospiza albifrons
eltonbirds,Rowettia goughensis,Rowettia goughensis,2492077,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Rowettia,Rowettia goughensis
eltonbirds,Nesospiza acunhae,Nesospiza acunhae,5231016,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Nesospiza,Nesospiza acunhae
eltonbirds,Nesospiza wilkinsi,Nesospiza wilkinsi,5231013,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Nesospiza,Nesospiza wilkinsi
eltonbirds,Diuca diuca,Diuca diuca,2491645,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diuca,Diuca diuca
eltonbirds,Idiopsar brachyurus,Idiopsar brachyurus,2491769,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Idiopsar,Idiopsar brachyurus
eltonbirds,Xenospingus concolor,Xenospingus concolor,2491716,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Xenospingus,Xenospingus concolor
eltonbirds,Incaspiza pulchra,Incaspiza pulchra,2491998,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Incaspiza,Incaspiza pulchra
eltonbirds,Incaspiza personata,Incaspiza personata,2491995,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Incaspiza,Incaspiza personata
eltonbirds,Incaspiza ortizi,Incaspiza ortizi,2491997,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Incaspiza,Incaspiza ortizi
eltonbirds,Incaspiza laeta,Incaspiza laeta,2491999,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Incaspiza,Incaspiza laeta
eltonbirds,Incaspiza watkinsi,Incaspiza watkinsi,2491996,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Incaspiza,Incaspiza watkinsi
eltonbirds,Poospiza boliviana,Poospiza boliviana,2491139,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza boliviana
eltonbirds,Poospiza ornata,Poospiza ornata,2491158,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza ornata
eltonbirds,Poospiza whitii,Poospiza whitii,2491146,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza whitii
eltonbirds,Poospiza nigrorufa,Poospiza nigrorufa,2491143,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza nigrorufa
eltonbirds,Poospiza rubecula,Poospiza rubecula,2491148,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza rubecula
eltonbirds,Poospiza hispaniolensis,Poospiza hispaniolensis,2491165,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Poospiza,Poospiza hispaniolensis
eltonbirds,Sicalis citrina,Sicalis citrina,2491841,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis citrina
eltonbirds,Sicalis lutea,Sicalis lutea,2491845,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis lutea
eltonbirds,Sicalis uropygialis,Sicalis uropigyalis,8387708,SPECIES,ACCEPTED,FUZZY,Chordata,Aves,Thraupidae,Sicalis,Sicalis uropigyalis
eltonbirds,Sicalis luteocephala,Sicalis luteocephala,2491870,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis luteocephala
eltonbirds,Sicalis auriventris,Sicalis auriventris,2491868,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis auriventris
eltonbirds,Sicalis olivascens,Sicalis olivascens,2491832,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis olivascens
eltonbirds,Sicalis lebruni,Sicalis lebruni,2491869,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis lebruni
eltonbirds,Sicalis columbiana,Sicalis columbiana,2491857,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis columbiana
eltonbirds,Sicalis flaveola,Sicalis flaveola,2491862,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis flaveola
eltonbirds,Sicalis luteola,Sicalis luteola,2491846,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis luteola
eltonbirds,Sicalis raimondii,Sicalis raimondii,2491856,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis raimondii
eltonbirds,Sicalis taczanowskii,Sicalis taczanowskii,2491861,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sicalis,Sicalis taczanowskii
eltonbirds,Emberizoides herbicola,Emberizoides herbicola,5231162,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Emberizoides,Emberizoides herbicola
eltonbirds,Emberizoides duidae,Emberizoides duidae,5231169,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Emberizoides,Emberizoides duidae
eltonbirds,Emberizoides ypiranganus,Emberizoides ypiranganus,5231170,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Emberizoides,Emberizoides ypiranganus
eltonbirds,Embernagra platensis,Embernagra platensis,2492002,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Embernagra,Embernagra platensis
eltonbirds,Embernagra longicauda,Embernagra longicauda,2492001,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Embernagra,Embernagra longicauda
eltonbirds,Volatinia jacarina,Volatinia jacarina,2491741,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Volatinia,Volatinia jacarina
eltonbirds,Sporophila frontalis,Sporophila frontalis,2491385,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila frontalis
eltonbirds,Sporophila falcirostris,Sporophila falcirostris,2491326,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila falcirostris
eltonbirds,Sporophila schistacea,Sporophila schistacea,2491321,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila schistacea
eltonbirds,Sporophila intermedia,Sporophila intermedia,2491310,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila intermedia
eltonbirds,Sporophila plumbea,Sporophila plumbea,2491380,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila plumbea
eltonbirds,Sporophila corvina,Sporophila corvina,2491356,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila corvina
eltonbirds,Sporophila americana,Sporophila americana,2491332,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila americana
eltonbirds,Sporophila torqueola,Sporophila torqueola,2491343,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila torqueola
eltonbirds,Sporophila collaris,Sporophila collaris,2491350,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila collaris
eltonbirds,Sporophila bouvronides,Sporophila bouvronides,2491339,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila bouvronides
eltonbirds,Sporophila lineola,Sporophila lineola,2491330,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila lineola
eltonbirds,Sporophila luctuosa,Sporophila luctuosa,2491313,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila luctuosa
eltonbirds,Sporophila nigricollis,Sporophila nigricollis,2491335,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila nigricollis
eltonbirds,Sporophila caerulescens,Sporophila caerulescens,2491376,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila caerulescens
eltonbirds,Sporophila albogularis,Sporophila albogularis,2491366,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila albogularis
eltonbirds,Sporophila leucoptera,Sporophila leucoptera,2491361,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila leucoptera
eltonbirds,Sporophila peruviana,Sporophila peruviana,2491317,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila peruviana
eltonbirds,Sporophila simplex,Sporophila simplex,2491384,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila simplex
eltonbirds,Sporophila nigrorufa,Sporophila nigrorufa,2491316,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila nigrorufa
eltonbirds,Sporophila bouvreuil,Sporophila bouvreuil,2491371,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila bouvreuil
eltonbirds,Sporophila minuta,Sporophila minuta,2491367,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila minuta
eltonbirds,Sporophila hypoxantha,Sporophila hypoxantha,2491328,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila hypoxantha
eltonbirds,Sporophila ruficollis,Sporophila ruficollis,2491349,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila ruficollis
eltonbirds,Sporophila palustris,Sporophila palustris,2491342,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila palustris
eltonbirds,Sporophila castaneiventris,Sporophila castaneiventris,2491348,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila castaneiventris
eltonbirds,Sporophila hypochroma,Sporophila hypochroma,2491355,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila hypochroma
eltonbirds,Sporophila cinnamomea,Sporophila cinnamomea,2491320,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila cinnamomea
eltonbirds,Sporophila melanogaster,Sporophila melanogaster,2491331,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila melanogaster
eltonbirds,Sporophila telasco,Sporophila telasco,2491354,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Sporophila,Sporophila telasco
eltonbirds,Amaurospiza concolor,Amaurospiza concolor,2491733,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Cardinalidae,Amaurospiza,Amaurospiza concolor
eltonbirds,Amaurospiza moesta,Amaurospiza moesta,2491738,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Cardinalidae,Amaurospiza,Amaurospiza moesta
eltonbirds,Melopyrrha nigra,Melopyrrha nigra,2492258,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Melopyrrha,Melopyrrha nigra
eltonbirds,Catamenia analis,Catamenia analis,2491185,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Catamenia,Catamenia analis
eltonbirds,Catamenia inornata,Catamenia inornata,2491197,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Catamenia,Catamenia inornata
eltonbirds,Catamenia homochroa,Catamenia homochroa,2491193,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Catamenia,Catamenia homochroa
eltonbirds,Tiaris olivaceus,Tiaris olivaceus,5231037,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Tiaris,Tiaris olivaceus
eltonbirds,Loxipasser anoxanthus,Loxipasser anoxanthus,2491612,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Loxipasser,Loxipasser anoxanthus
eltonbirds,Loxigilla noctis,Loxigilla noctis,2491059,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Loxigilla,Loxigilla noctis
eltonbirds,Diglossa baritula,Diglossa baritula,5230661,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa baritula
eltonbirds,Diglossa plumbea,Diglossa plumbea,5230670,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa plumbea
eltonbirds,Diglossa sittoides,Diglossa sittoides,5230689,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa sittoides
eltonbirds,Diglossa venezuelensis,Diglossa venezuelensis,5230660,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa venezuelensis
eltonbirds,Diglossa albilatera,Diglossa albilatera,5230649,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa albilatera
eltonbirds,Diglossa gloriosissima,Diglossa gloriosissima,5230666,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa gloriosissima
eltonbirds,Diglossa lafresnayii,Diglossa lafresnayii,5230669,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa lafresnayii
eltonbirds,Diglossa mystacalis,Diglossa mystacalis,5230655,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa mystacalis
eltonbirds,Diglossa gloriosa,Diglossa gloriosa,5230654,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa gloriosa
eltonbirds,Diglossa humeralis,Diglossa humeralis,5230680,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa humeralis
eltonbirds,Diglossa brunneiventris,Diglossa brunneiventris,5230673,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa brunneiventris
eltonbirds,Diglossa carbonaria,Diglossa carbonaria,5230665,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa carbonaria
eltonbirds,Diglossa duidae,Diglossa duidae,5230676,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa duidae
eltonbirds,Diglossa major,Diglossa major,5230684,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa major
eltonbirds,Diglossa indigotica,Diglossa indigotica,5788714,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa indigotica
eltonbirds,Diglossa glauca,Diglossa glauca,7342093,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa glauca
eltonbirds,Diglossa caerulescens,Diglossa caerulescens,7342083,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa caerulescens
eltonbirds,Diglossa cyanea,Diglossa cyanea,7342077,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Diglossa,Diglossa cyanea
eltonbirds,Euneornis campestris,Euneornis campestris,2492039,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Euneornis,Euneornis campestris
eltonbirds,Melanospiza richardsoni,Melanospiza richardsoni,2491993,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Melanospiza,Melanospiza richardsoni
eltonbirds,Geospiza magnirostris,Geospiza magnirostris,5231036,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Geospiza,Geospiza magnirostris
eltonbirds,Geospiza fortis,Geospiza fortis,5231030,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Geospiza,Geospiza fortis
eltonbirds,Geospiza fuliginosa,Geospiza fuliginosa,5231025,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Geospiza,Geospiza fuliginosa
eltonbirds,Geospiza difficilis,Geospiza difficilis,5231021,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Geospiza,Geospiza difficilis
eltonbirds,Geospiza scandens,Geospiza scandens,5231031,SPECIES,ACCEPTED,EXACT,Chordata,Aves,Thraupidae,Geospiza,Geospiza scandens
